date_local,Region,Month,Year,Carbon monoxide,Nitrogen dioxide (NO2),Ozone,PM2.5 - Local Conditions,DayAirTmpAvg (F),DayAirTmpMax (F),DayAirTmpMin (F),DayDewPnt (F),DayPrecip (in),DayRelHumAvg (%),DayRelHumMax (%),DayRelHumMin (%),DaySolRadAvg (Ly/day),DayVapPresAvg (mBars),DayWindRun (MPH),DayWindSpdAvg (MPH),Temp_Range,WindCategory,gis_acres,shape__area,shape__length,duration_days,normalized_intensity
2013-01-19,2.0,1.0,2013.0,0.3264506818772517,8.407149789669626,0.0150281666666666,8.28175028179473,9.0,31.5,-7.9,3.8,0.0,79.0,85.0,48.0,236.0,1.8,39.0,1.6,39.4,Low,0.0,0.0,0.0,0.0,0.0
2013-01-19,3.0,1.0,2013.0,0.3088525,9.640869599999998,0.0242474,4.355092611111111,44.0,72.8,22.2,20.6,0.0,39.0,72.0,12.0,339.0,3.8,92.5,3.9,50.6,Low,0.0,0.0,0.0,0.0,0.0
2013-01-19,4.0,1.0,2013.0,0.70206725,22.937154,0.01148025,20.347756423076923,45.1,68.5,27.8,33.7,0.0,64.0,100.0,29.0,285.0,6.6,88.2,3.7,40.7,Low,0.0,0.0,0.0,0.0,0.0
2013-01-20,1.0,1.0,2013.0,1.0678895,18.393478,0.0121705625,8.28175028179473,43.0,63.2,27.9,27.7,0.0,54.0,83.0,26.0,302.0,5.1,95.5,4.0,35.300000000000004,Low,107.82757533333334,722717.75,2931.5135470701057,1.6666666666666667,0.1626239179905564
2013-01-20,2.0,1.0,2013.0,0.3264506818772517,8.407149789669626,0.01629525,8.28175028179473,9.0,33.5,-8.5,4.7,0.0,82.0,85.0,58.0,242.0,1.9,37.8,1.6,42.0,Low,0.0,0.0,0.0,0.0,0.0
2013-01-20,3.0,1.0,2013.0,0.25306275,8.126956400000001,0.02664155,4.5560185,43.4,70.5,25.1,21.0,0.0,40.0,67.0,13.0,341.0,3.9,104.6,4.4,45.4,Low,0.0,0.0,0.0,0.0,0.0
2013-01-20,4.0,1.0,2013.0,0.61934425,18.9479245,0.015047125,18.3060185,45.4,70.0,25.9,32.6,0.0,61.0,100.0,27.0,291.0,6.3,82.7,3.4,44.1,Low,0.0,0.0,0.0,0.0,0.0
2013-01-21,1.0,1.0,2013.0,0.8509964999999999,22.263225,0.00917,8.28175028179473,42.7,60.9,29.1,32.3,0.0,66.0,84.0,39.0,298.0,6.2,67.8,2.8,31.8,Low,107.82757533333334,722717.75,2931.5135470701057,1.6666666666666667,0.1626239179905564
2013-01-21,2.0,1.0,2013.0,0.3264506818772517,8.407149789669626,0.0136934166666666,8.28175028179473,11.7,35.6,-5.0,7.6,0.0,83.0,87.0,58.0,239.0,2.2,45.3,1.9,40.6,Low,0.0,0.0,0.0,0.0,0.0
2013-01-21,3.0,1.0,2013.0,0.29651425,10.702236,0.0228564,3.652657,45.6,74.4,25.5,20.2,0.0,36.0,70.0,9.0,349.0,3.7,115.4,4.8,48.900000000000006,Low,0.0,0.0,0.0,0.0,0.0
2013-01-21,4.0,1.0,2013.0,0.68175675,25.7566205,0.009642,16.855092555555554,46.7,74.3,25.4,32.3,0.0,57.0,100.0,22.0,297.0,6.2,65.1,2.7,48.9,Low,0.0,0.0,0.0,0.0,0.0
2013-01-22,1.0,1.0,2013.0,0.86096,22.880435,0.0074504375,17.96666666666667,50.5,60.5,42.2,35.8,0.0,57.0,87.0,40.0,403.0,7.1,78.2,3.3,18.3,Low,107.82757533333334,722717.75,2931.5135470701057,1.6666666666666667,0.1626239179905564
2013-01-22,2.0,1.0,2013.0,0.3264506818772517,8.407149789669626,0.0107720833333333,12.533333333333331,15.9,30.2,-2.7,12.0,0.0,84.0,84.0,69.0,201.0,2.6,45.0,1.9,32.9,Low,0.0,0.0,0.0,0.0,0.0
2013-01-22,3.0,1.0,2013.0,0.332767125,11.5313044,0.0208127,5.955555555555556,49.1,73.8,26.8,17.1,0.0,28.0,63.0,10.0,313.0,3.3,107.6,4.5,47.0,Low,0.0,0.0,0.0,0.0,0.0
2013-01-22,4.0,1.0,2013.0,0.866109,31.7013045,0.0049265,22.90965719230769,47.4,73.5,27.9,34.6,0.0,61.0,100.0,27.0,264.0,6.8,55.9,2.3,45.6,Low,0.0,0.0,0.0,0.0,0.0
