objectid,year,agency,unit_id,fire_name,alarm_date,cont_date,gis_acres,shape__area,shape__length,duration_days,intensity,rescaled_intensity,geometry,Region,fire_season,normalized_intensity
1153,2020.0,CDF,SCU,SCU COMPLEX,2020-08-16 00:00:00+00:00,2020-09-11 00:00:00+00:00,396824.5,2545883718.76562,634336.338845716,27,66.87188489222441,85.0,POINT (-121.7 37.3),4,Fire Season,0.9364877542140403
1154,2020.0,CDF,SCU,PARK,2020-07-04 00:00:00+00:00,2020-07-10 00:00:00+00:00,342.5213,2186240.57421875,7516.04467008558,7,33.084194467643336,43.0,POINT (-121.7 37.3),4,Fire Season,0.460406369395008
1155,2020.0,CDF,SCU,CREWS,2020-07-05 00:00:00+00:00,2020-07-15 00:00:00+00:00,5513.191,35060829.5039062,45170.9785570476,11,45.89429333027376,59.0,POINT (-121.7 37.3),4,Fire Season,0.6409055254353669
1181,2020.0,CDF,LNU,HILL,2020-07-24 00:00:00+00:00,2020-07-24 00:00:00+00:00,139.1295,934300.1640625,4013.6961650726,1,17.84618090390296,24.0,POINT (-122.7 38.5),1,Fire Season,0.24569697351280465
1182,2020.0,CDF,LNU,BRIM,2020-07-19 00:00:00+00:00,2020-07-19 00:00:00+00:00,21.9246,147766.66796875,2296.01738970867,1,11.309507086792571,15.0,POINT (-122.7 38.5),1,Fire Season,0.15359275792853366
1183,2020.0,CDF,LNU,SITES,2020-08-02 00:00:00+00:00,2020-08-02 00:00:00+00:00,569.5134,3854750.73828125,8133.10536119464,1,22.915509574425247,30.0,POINT (-122.7 38.5),1,Fire Season,0.31712573893706925
1184,2020.0,CDF,LNU,POPE,2020-10-23 00:00:00+00:00,2020-10-23 00:00:00+00:00,64.28315,426249.77734375,3286.3262971715,1,15.088200591010962,20.0,POINT (-122.7 38.5),1,Fire Season,0.2068359838989657
1185,2020.0,CDF,LNU,LYONS,2020-10-13 00:00:00+00:00,2020-10-13 00:00:00+00:00,25.58551,172188.10546875,2419.23386339273,1,11.844454718384966,16.0,POINT (-122.7 38.5),1,Fire Season,0.1611303731385063
1186,2020.0,CDF,LNU,SALT,2020-10-05 00:00:00+00:00,2020-10-05 00:00:00+00:00,86.66375,576695.59765625,4835.89632302339,1,16.152546149396464,21.0,POINT (-122.7 38.5),1,Fire Season,0.2218330168714684
1187,2020.0,CDF,LNU,CATHOLIC,2020-09-01 00:00:00+00:00,2020-09-01 00:00:00+00:00,22.23492,149261.95703125,1451.68020997394,1,11.358055802683982,15.0,POINT (-122.7 38.5),1,Fire Season,0.15427682776587162
1188,2020.0,CDF,LNU,URSULINE,2020-09-21 00:00:00+00:00,2020-09-21 00:00:00+00:00,11.93184,78948.84765625,1614.56973556699,1,9.242309762062185,13.0,POINT (-122.7 38.5),1,Fire Season,0.12446516285811557
1189,2020.0,CDF,LNU,SIERRA,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,17.90481,117854.65234375,1821.15477228767,1,10.613383014829829,14.0,POINT (-122.7 38.5),1,Fire Season,0.1437841054867326
1190,2020.0,CDF,LNU,STAGE,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,26.56782,174493.51171875,2879.0217080729,1,11.975461494593391,16.0,POINT (-122.7 38.5),1,Fire Season,0.16297630834905888
1191,2020.0,CDF,LNU,INDIAN,2020-08-26 00:00:00+00:00,2020-08-26 00:00:00+00:00,20.42734,137415.95703125,2058.55238679748,1,11.06562922137466,15.0,POINT (-122.7 38.5),1,Fire Season,0.15015642622204925
1192,2020.0,CDF,LNU,KIRKLAND,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,21.10397,138551.109375,1836.36067022308,1,11.177884614107194,15.0,POINT (-122.7 38.5),1,Fire Season,0.15173814732088553
1193,2020.0,CDF,LNU,PARISH,2020-06-27 00:00:00+00:00,2020-06-27 00:00:00+00:00,57.63135,377416.69921875,3209.25136076177,1,14.70017760587356,20.0,POINT (-122.7 38.5),1,Fire Season,0.20136859273418117
1194,2020.0,CDF,LNU,CACHE,2020-07-06 00:00:00+00:00,2020-07-06 00:00:00+00:00,44.79775,298307.8203125,2862.17747320788,1,13.80820716074414,18.0,POINT (-122.7 38.5),1,Fire Season,0.1888003905457912
1195,2020.0,CDF,LNU,MOUNTAIN,2020-06-17 00:00:00+00:00,2020-06-17 00:00:00+00:00,28.20186,185579.5703125,2577.97804933996,1,12.183377987035891,16.0,POINT (-122.7 38.5),1,Fire Season,0.1659059306583934
1196,2020.0,CDF,LNU,MEYERS,2020-08-17 00:00:00+00:00,2020-09-02 00:00:00+00:00,2360.251,15621426.3203125,22388.5020060292,17,45.516518718361134,58.0,POINT (-122.7 38.5),1,Fire Season,0.6355825377398839
1197,2020.0,CDF,LNU,WALBRIDGE,2020-08-17 00:00:00+00:00,2020-09-11 00:00:00+00:00,55208.94,366514226.371094,157572.908253266,26,59.51754283582195,76.0,POINT (-122.7 38.5),1,Fire Season,0.8328622827287886
1198,2020.0,CDF,LNU,HENNESSEY,2020-08-17 00:00:00+00:00,2020-09-16 00:00:00+00:00,305351.9,2027266568.11719,1008834.88444174,31,66.77774364290434,85.0,POINT (-122.7 38.5),1,Fire Season,0.9351612682725127
1199,2020.0,CDF,LNU,GLASS,2020-09-27 00:00:00+00:00,2020-10-20 00:00:00+00:00,67484.41,447043238.957031,272074.173454487,24,59.74883924081037,76.0,POINT (-122.7 38.5),1,Fire Season,0.8361213368815531
1200,2020.0,CDF,LNU,QUAIL,2020-06-06 00:00:00+00:00,2020-06-18 00:00:00+00:00,1841.0,12174059.359375,16855.239545447,13,42.96546234578684,55.0,POINT (-122.7 38.5),1,Fire Season,0.5996371849991411
1201,2020.0,CDF,LNU,LAKEVILLE,2020-06-05 00:00:00+00:00,2020-06-05 00:00:00+00:00,159.6805,1048803.6953125,4456.87791627852,1,18.34031004535641,24.0,POINT (-122.7 38.5),1,Fire Season,0.25265944070089785
1202,2020.0,CDF,LNU,DUNFIELD,2020-03-13 00:00:00+00:00,2020-03-13 00:00:00+00:00,21.91274,150780.51953125,1856.85693245878,1,11.30763860868527,15.0,POINT (-122.7 38.5),1,Off Season,0.15356643036267612
1203,2020.0,CDF,LNU,SPANISH,2020-05-24 00:00:00+00:00,2020-05-24 00:00:00+00:00,17.29441,115108.828125,1342.05006595342,1,10.494876453565116,14.0,POINT (-122.7 38.5),1,Fire Season,0.14211430305016237
1362,2020.0,CCO,SBC,MOCKINGBIRD,2020-06-12 00:00:00+00:00,2020-06-12 00:00:00+00:00,8.885991,52979.12890625,1631.6985451787,1,8.272567456099926,11.0,POINT (-119.7 34.4),3,Fire Season,0.11080112562625326
1363,2020.0,CCO,SBC,RANCHO,2020-08-02 00:00:00+00:00,2020-08-02 00:00:00+00:00,1.532845,9229.66796875,546.40625762839,1,3.3555896102317053,5.0,POINT (-119.7 34.4),3,Fire Season,0.041519041157928184
1418,2020.0,CDF,LNU,DUNNIGAN,2020-06-17 00:00:00+00:00,2020-06-17 00:00:00+00:00,6.125275,40892.79296875,931.633822784157,1,7.090166550967365,10.0,POINT (-122.7 38.5),1,Fire Season,0.09414064800102752
1419,2020.0,CDF,LNU,MONTICELLO,2020-08-30 00:00:00+00:00,2020-08-30 00:00:00+00:00,1.086436,7164.33984375,424.206535732485,1,2.6555239167013145,4.0,POINT (-122.7 38.5),1,Fire Season,0.031654849771890974
1420,2020.0,CDF,LNU,LAWLEY,2020-07-08 00:00:00+00:00,2020-07-08 00:00:00+00:00,2.023604,13434.36328125,514.579407938526,1,3.995069345681415,6.0,POINT (-122.7 38.5),1,Fire Season,0.050529553394512365
1421,2020.0,CDF,LNU,HUBCAP,2020-10-10 00:00:00+00:00,2020-10-10 00:00:00+00:00,2.017771,13405.41796875,489.188905436086,1,3.988096997938172,6.0,POINT (-122.7 38.5),1,Fire Season,0.05043131036791508
1422,2020.0,CDF,LNU,SPRING,2020-08-30 00:00:00+00:00,2020-08-30 00:00:00+00:00,1.703426,11223.6015625,581.942912307782,1,3.590923766520642,6.0,POINT (-122.7 38.5),1,Fire Season,0.044834988759358374
1423,2020.0,CDF,LNU,COUNTY ROAD 2,2020-06-06 00:00:00+00:00,2020-06-06 00:00:00+00:00,1.242705,8316.23046875,405.368425866143,1,2.91630888692523,5.0,POINT (-122.7 38.5),1,Fire Season,0.035329409003494065
1424,2020.0,CDF,LNU,MULE,2020-06-20 00:00:00+00:00,2020-06-20 00:00:00+00:00,7.356201,49368.41796875,1085.17318318699,1,7.6655534787582305,11.0,POINT (-122.7 38.5),1,Fire Season,0.10224806824630579
1425,2020.0,CDF,LNU,CANAL,2020-09-08 00:00:00+00:00,2020-09-08 00:00:00+00:00,4.073067,27431.140625,1554.70137853373,1,5.863598080116566,8.0,POINT (-122.7 38.5),1,Fire Season,0.07685783260760895
1426,2020.0,CDF,LNU,MOBILE,2020-07-26 00:00:00+00:00,2020-07-26 00:00:00+00:00,1.119406,7423.76171875,453.359695093807,1,2.712134497651091,4.0,POINT (-122.7 38.5),1,Fire Season,0.032452514348407034
1427,2020.0,CDF,LNU,OAT,2020-05-28 00:00:00+00:00,2020-05-28 00:00:00+00:00,5.638311,37564.2421875,875.104729323245,1,6.834561583117668,10.0,POINT (-122.7 38.5),1,Fire Season,0.09053907696934856
1428,2020.0,CDF,LNU,LUCERNE,2020-09-20 00:00:00+00:00,2020-09-20 00:00:00+00:00,4.12193,27757.0,1011.52601728426,1,5.89820947263301,8.0,POINT (-122.7 38.5),1,Fire Season,0.0773455202676023
1429,2020.0,CDF,LNU,GEORGE,2020-06-28 00:00:00+00:00,2020-06-28 00:00:00+00:00,1.346431,9030.48828125,356.099508132812,1,3.0795589647609507,5.0,POINT (-122.7 38.5),1,Fire Season,0.03762966457441944
1430,2020.0,CDF,LNU,EAGLE,2020-08-27 00:00:00+00:00,2020-08-27 00:00:00+00:00,1.482663,9954.3515625,434.701220704778,1,3.2833342196089808,5.0,POINT (-122.7 38.5),1,Fire Season,0.04050093527392018
1431,2020.0,CDF,LNU,HEATHER,2020-07-08 00:00:00+00:00,2020-07-08 00:00:00+00:00,1.913929,12781.56640625,465.78772542162,1,3.861663847483365,6.0,POINT (-122.7 38.5),1,Fire Season,0.04864981928050513
1432,2020.0,CDF,LNU,17-7,2020-08-17 00:00:00+00:00,2020-08-17 00:00:00+00:00,1.842313,12323.046875,518.228807181715,1,3.771814247465533,6.0,POINT (-122.7 38.5),1,Fire Season,0.047383804306874215
1433,2020.0,CDF,LNU,LYTTON,2020-10-03 00:00:00+00:00,2020-10-03 00:00:00+00:00,1.931224,12836.86328125,478.242946064642,1,3.883031099491374,6.0,POINT (-122.7 38.5),1,Fire Season,0.048950891972894595
1434,2020.0,CDF,LNU,SPRING,2020-09-14 00:00:00+00:00,2020-09-14 00:00:00+00:00,1.290407,8474.39453125,503.30958886798,1,2.9923028147076463,5.0,POINT (-122.7 38.5),1,Fire Season,0.03640019229533366
1435,2020.0,CDF,LNU,LAKE VIEW,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,2.308157,15489.16015625,575.948315488216,1,4.3198229713391285,6.0,POINT (-122.7 38.5),1,Fire Season,0.05510545526543886
1436,2020.0,CDF,LNU,CREEK,2020-06-20 00:00:00+00:00,2020-06-20 00:00:00+00:00,1.247528,8258.7734375,511.586706863804,1,2.9240654847407246,5.0,POINT (-122.7 38.5),1,Fire Season,0.03543870241133227
1437,2020.0,CDF,LNU,ARROW,2020-08-08 00:00:00+00:00,2020-08-08 00:00:00+00:00,6.730837,44246.10546875,870.926752493554,1,7.384687964027474,10.0,POINT (-122.7 38.5),1,Fire Season,0.09829056651947428
1438,2020.0,CDF,LNU,REDWOOD,2020-08-15 00:00:00+00:00,2020-08-15 00:00:00+00:00,2.178815,14449.42578125,514.702024644342,1,4.175817884862056,6.0,POINT (-122.7 38.5),1,Fire Season,0.053076368928684926
1439,2020.0,CDF,LNU,CHABLIS,2020-11-22 00:00:00+00:00,2020-11-22 00:00:00+00:00,1.33193,8848.00390625,519.687445694476,1,3.057175447303468,5.0,POINT (-122.7 38.5),1,Off Season,0.037314272316044575
1440,2020.0,CDF,LNU,BLUE LAKES,2020-02-29 00:00:00+00:00,2020-08-29 00:00:00+00:00,4.366047,29309.69921875,806.267860175372,183,38.193027022591686,49.0,POINT (-122.7 38.5),1,Off Season,0.532391759547597
1441,2020.0,CDF,LNU,SALMON,2020-09-10 00:00:00+00:00,2020-09-10 00:00:00+00:00,5.429207,36258.02734375,788.008616722107,1,6.718995863516756,9.0,POINT (-122.7 38.5),1,Fire Season,0.08891071210824568
1442,2020.0,CDF,LNU,STONY,2020-06-18 00:00:00+00:00,2020-06-18 00:00:00+00:00,6.585587,43386.19140625,945.095964377728,1,7.316203115061468,10.0,POINT (-122.7 38.5),1,Fire Season,0.09732558899881076
1443,2020.0,CDF,LNU,DIGGER/QUAIL,2020-07-08 00:00:00+00:00,2020-07-08 00:00:00+00:00,5.713114,37786.64453125,744.209601825849,1,6.875020910759068,10.0,POINT (-122.7 38.5),1,Fire Season,0.09110916425528957
1444,2020.0,CDF,LNU,DUNNIGAN,2020-07-10 00:00:00+00:00,2020-07-10 00:00:00+00:00,1.851237,12351.79296875,412.340978823902,1,3.783133024378327,6.0,POINT (-122.7 38.5),1,Fire Season,0.04754329017049455
1445,2020.0,CDF,LNU,LAMB,2020-07-08 00:00:00+00:00,2020-07-08 00:00:00+00:00,1.710471,11372.08984375,490.737070113273,1,3.6003208692698805,6.0,POINT (-122.7 38.5),1,Fire Season,0.044967397504493835
1446,2020.0,CDF,LNU,ANNAPOLIS,2020-02-12 00:00:00+00:00,2020-02-12 00:00:00+00:00,2.159534,14377.703125,459.26119320754,1,4.153850545074582,6.0,POINT (-122.7 38.5),1,Off Season,0.052766840771672985
1447,2020.0,CDF,LNU,FOX,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,1.696867,11247.234375,543.866884816885,1,3.582152885035582,6.0,POINT (-122.7 38.5),1,Fire Season,0.04471140370956601
1448,2020.0,CDF,LNU,13-1,2020-08-16 00:00:00+00:00,2020-08-16 00:00:00+00:00,1.20419,8011.58984375,393.058202701235,1,2.853761868936258,5.0,POINT (-122.7 38.5),1,Fire Season,0.034448097775460935
1449,2020.0,CDF,LNU,MILL,2020-05-05 00:00:00+00:00,2020-05-05 00:00:00+00:00,1.699512,11273.31640625,401.829365918397,1,3.5856924182296392,6.0,POINT (-122.7 38.5),1,Fire Season,0.04476127707597444
1450,2020.0,CDF,LNU,TAYLOR,2020-08-19 00:00:00+00:00,2020-08-19 00:00:00+00:00,1.7314,11431.1640625,546.039185013938,1,3.628094016638821,6.0,POINT (-122.7 38.5),1,Fire Season,0.045358731694372906
1451,2020.0,CDF,LNU,NEWELL,2020-06-29 00:00:00+00:00,2020-06-29 00:00:00+00:00,2.560388,16795.35546875,591.864651209272,1,4.585131843057008,7.0,POINT (-122.7 38.5),1,Fire Season,0.05884375798648936
1452,2020.0,CDF,LNU,PLEASANTS,2020-05-27 00:00:00+00:00,2020-05-27 00:00:00+00:00,8.70067,57423.28125,1049.61199794104,1,8.204239267074577,11.0,POINT (-122.7 38.5),1,Fire Season,0.10983835550362603
1453,2020.0,CDF,LNU,CEMENT,2020-06-02 00:00:00+00:00,2020-06-02 00:00:00+00:00,3.509619,23163.33984375,660.835588314395,1,5.438498624998961,8.0,POINT (-122.7 38.5),1,Fire Season,0.07086801990555551
1454,2020.0,CDF,LNU,TWIN,2020-11-23 00:00:00+00:00,2020-11-23 00:00:00+00:00,1.042918,6863.4609375,353.886045886461,1,2.5794167397009327,4.0,POINT (-122.7 38.5),1,Off Season,0.030582470755577715
1492,2019.0,CCO,SBC,MCMURRAY,2019-09-10 00:00:00+00:00,2019-09-14 00:00:00+00:00,355.3229,2129982.6640625,13024.5537905464,5,31.14129253491569,40.0,POINT (-119.7 34.4),3,Fire Season,0.4330301435838584
1493,2019.0,CCO,SBC,REAL,2019-10-17 00:00:00+00:00,2019-10-21 00:00:00+00:00,420.6586,2510906.6640625,8608.85786435362,5,31.74918692317548,41.0,POINT (-119.7 34.4),3,Fire Season,0.44159560628787
1494,2019.0,CCO,SBC,BAR,2019-11-13 00:00:00+00:00,2019-11-13 00:00:00+00:00,51.6265,309784.66015625,3828.80681807058,1,14.310041218870056,19.0,POINT (-119.7 34.4),3,Off Season,0.1958714229347978
1495,2019.0,CCO,SBC,SWEENEY,2019-08-14 00:00:00+00:00,2019-08-14 00:00:00+00:00,16.98027,101744.9375,1363.54399058278,1,10.432337122941489,14.0,POINT (-119.7 34.4),3,Fire Season,0.1412331001400253
1506,2019.0,CDF,LNU,OAK,2019-09-07 00:00:00+00:00,2019-09-10 00:00:00+00:00,53.11696,355945.7421875,2300.32742050771,4,22.96010494411353,30.0,POINT (-122.7 38.5),1,Fire Season,0.3177541046256062
1507,2019.0,CDF,LNU,EAGLE,2019-11-04 00:00:00+00:00,2019-11-04 00:00:00+00:00,73.55055,494834.80859375,4075.06240106921,1,15.567498843329991,21.0,POINT (-122.7 38.5),1,Off Season,0.21358947822894148
1508,2019.0,CDF,LNU,KINCADE,2019-10-23 00:00:00+00:00,2019-11-10 00:00:00+00:00,77762.14,517112590.625,238568.85640898,19,58.819985730521566,75.0,POINT (-122.7 38.5),1,Fire Season,0.8230334383032413
1509,2019.0,CDF,LNU,AMERICAN,2019-10-06 00:00:00+00:00,2019-10-07 00:00:00+00:00,526.8578,3455730.1328125,8792.30789103913,2,26.90953439896876,35.0,POINT (-122.7 38.5),1,Fire Season,0.37340306495657455
1510,2019.0,CDF,LNU,CANYON,2019-07-22 00:00:00+00:00,2019-07-25 00:00:00+00:00,48.00141,317321.45703125,2459.13154567684,4,22.60156655417702,30.0,POINT (-122.7 38.5),1,Fire Season,0.3127021626003656
1511,2019.0,CDF,LNU,OLIVE,2019-06-19 00:00:00+00:00,2019-06-20 00:00:00+00:00,16.01936,105923.390625,1659.02243451978,2,14.50863633697271,19.0,POINT (-122.7 38.5),1,Fire Season,0.1986697035410338
1512,2019.0,CDF,LNU,BACHELOR,2019-09-09 00:00:00+00:00,2019-09-09 00:00:00+00:00,15.83755,106871.8671875,1439.19956540516,1,10.19524507877318,14.0,POINT (-122.7 38.5),1,Fire Season,0.13789238323103215
1513,2019.0,CDF,LNU,GLASS,2019-09-04 00:00:00+00:00,2019-09-04 00:00:00+00:00,23.91912,160123.86328125,3201.10293101531,1,11.610729965839962,16.0,POINT (-122.7 38.5),1,Fire Season,0.15783710264680204
1514,2019.0,CDF,LNU,SAND,2019-06-08 00:00:00+00:00,2019-06-13 00:00:00+00:00,2422.018,16208267.4921875,29141.5665393798,6,39.18714933220909,50.0,POINT (-122.7 38.5),1,Fire Season,0.5463993202862804
1584,2019.0,CDF,SHU,MOUNTAIN ,2019-08-22 00:00:00+00:00,2019-08-26 00:00:00+00:00,493.2588,3476620.0625,14514.8781334469,5,32.32279632935,42.0,POINT (-122.5 40.7),2,Fire Season,0.44967798057877784
1585,2019.0,CDF,SHU,PLAINS ,2019-10-10 00:00:00+00:00,2019-10-10 00:00:00+00:00,42.17504,295470.546875,3400.6799865354,1,13.595274822570651,18.0,POINT (-122.5 40.7),2,Fire Season,0.18580009306595405
1586,2019.0,CDF,SHU,HORSE,2019-07-12 00:00:00+00:00,2019-07-13 00:00:00+00:00,24.75569,173258.28125,2972.8055340526,2,16.004568532427314,21.0,POINT (-122.5 40.7),2,Fire Season,0.21974795607199923
1587,2019.0,CDF,SHU,5-9,2019-09-05 00:00:00+00:00,2019-09-06 00:00:00+00:00,14.63054,102542.28125,1777.27947222366,2,14.201275190291971,19.0,POINT (-122.5 40.7),2,Fire Season,0.1943388683015563
1588,2019.0,CDF,SHU,COW,2019-09-24 00:00:00+00:00,2019-09-24 00:00:00+00:00,15.38397,108143.43359375,1509.4107831936,1,10.096643445834324,14.0,POINT (-122.5 40.7),2,Fire Season,0.13650304879103156
1589,2019.0,CDF,SHU,GILBERT,2019-08-04 00:00:00+00:00,2019-08-06 00:00:00+00:00,33.09216,232288.62109375,4074.17324541938,3,19.5175425952824,26.0,POINT (-122.5 40.7),2,Fire Season,0.2692470942392132
1590,2019.0,CDF,SHU,TRINITY,2019-06-25 00:00:00+00:00,2019-06-25 00:00:00+00:00,129.0636,902104.71875,6013.63733276072,1,17.577026110405402,23.0,POINT (-122.5 40.7),2,Fire Season,0.24190448029386077
1591,2019.0,CDF,SHU,LOWER,2019-08-12 00:00:00+00:00,2019-08-12 00:00:00+00:00,46.40511,324549.55859375,2751.67322966283,1,13.932758872477748,19.0,POINT (-122.5 40.7),2,Fire Season,0.19055537144737358
1592,2019.0,CDF,SHU,RANCH,2019-07-05 00:00:00+00:00,2019-07-06 00:00:00+00:00,32.78963,229141.546875,2609.9085831325,2,16.984870702904182,22.0,POINT (-122.5 40.7),2,Fire Season,0.23356078580368744
1593,2019.0,CDF,SHU,COTTAGE,2019-08-15 00:00:00+00:00,2019-08-17 00:00:00+00:00,112.2924,786182.62109375,6318.64602214628,3,23.85366216638153,31.0,POINT (-122.5 40.7),2,Fire Season,0.330344665106263
1626,2019.0,CDF,SCU,STUHR,2019-09-12 00:00:00+00:00,2019-09-12 00:00:00+00:00,190.1649,1218752.71875,6618.22162128112,1,18.96755728641689,25.0,POINT (-121.7 37.3),4,Fire Season,0.26149759244774645
1627,2019.0,CDF,SCU,ROCK,2019-06-26 00:00:00+00:00,2019-06-30 00:00:00+00:00,2233.891,14379072.9453125,19459.6528092953,5,37.770956489821,49.0,POINT (-121.7 37.3),4,Fire Season,0.5264446255112739
1628,2019.0,CDF,SCU,CANYON,2019-05-30 00:00:00+00:00,2019-05-30 00:00:00+00:00,135.3394,871084.43359375,5071.11437289122,1,17.7471765452424,23.0,POINT (-121.7 37.3),4,Fire Season,0.24430196451449948
1629,2019.0,CDF,SCU,HOLLOW,2019-07-03 00:00:00+00:00,2019-07-05 00:00:00+00:00,282.2256,1823622.8046875,6291.49164944822,3,27.162054328711623,35.0,POINT (-121.7 37.3),4,Fire Season,0.37696116663016294
1630,2019.0,CDF,SCU,PATTERSON,2019-08-01 00:00:00+00:00,2019-08-21 00:00:00+00:00,139.2007,901734.89453125,4749.40376081557,21,36.62346865305,47.0,POINT (-121.7 37.3),4,Fire Season,0.5102760862732236
1631,2019.0,CDF,SCU,MARSH 3,2019-08-02 00:00:00+00:00,2019-08-09 00:00:00+00:00,339.9227,2212726.9140625,5901.76762517512,8,33.88026006318673,44.0,POINT (-121.7 37.3),4,Fire Season,0.47162323584461197
1632,2019.0,CDF,SCU,MARSH 5,2019-08-02 00:00:00+00:00,2019-08-09 00:00:00+00:00,226.6169,1474835.3828125,5758.28466271927,8,32.421562390075295,42.0,POINT (-121.7 37.3),4,Fire Season,0.45106963186871063
1633,2019.0,CDF,SCU,MARSH 6,2019-08-02 00:00:00+00:00,2019-08-09 00:00:00+00:00,173.9333,1132209.66015625,4460.01791186276,8,31.47100952791735,41.0,POINT (-121.7 37.3),4,Fire Season,0.43767598118489187
1634,2019.0,CDF,SCU,MALECH,2019-06-09 00:00:00+00:00,2019-06-10 00:00:00+00:00,207.7456,1328124.984375,6601.14835988047,2,23.559839394635823,31.0,POINT (-121.7 37.3),4,Fire Season,0.32620459070915964
1803,2018.0,CCO,SBC,WOODCHOPPER 1,2018-07-17 00:00:00+00:00,2018-07-17 00:00:00+00:00,19.23786,115487.98046875,2202.7841719789,1,10.859412241128862,15.0,POINT (-119.7 34.4),3,Fire Season,0.1472507506847478
1804,2018.0,CCO,SBC,WASIOJA,2018-05-20 00:00:00+00:00,2018-05-22 00:00:00+00:00,189.5374,1144194.5390625,5519.22012341427,3,25.73078563940976,33.0,POINT (-119.7 34.4),3,Fire Season,0.3567940474489352
1867,2018.0,CDF,SCU,TESLA,2018-06-29 00:00:00+00:00,2018-06-30 00:00:00+00:00,70.0204,452773.3828125,3025.45684371755,2,19.6669545106671,26.0,POINT (-121.7 37.3),4,Fire Season,0.2713523648478566
1868,2018.0,CDF,SCU,COUNTRY,2018-07-22 00:00:00+00:00,2018-10-25 00:00:00+00:00,321.4045,2068501.27734375,8902.5074755499,96,49.00293061308265,63.0,POINT (-121.7 37.3),4,Fire Season,0.6847074048743662
1869,2018.0,CDF,SCU,GRANT,2018-07-09 00:00:00+00:00,2018-07-09 00:00:00+00:00,632.3281,4098350.3984375,14280.7750889339,1,23.29265539888993,30.0,POINT (-121.7 37.3),4,Fire Season,0.3224398667787058
1870,2018.0,CDF,SCU,MARSH,2018-07-26 00:00:00+00:00,2018-08-04 00:00:00+00:00,247.0501,1607807.67578125,6955.59562524988,10,34.10808137937023,44.0,POINT (-121.7 37.3),4,Fire Season,0.47483332467687583
1871,2018.0,CDF,SHU,SILVER,2018-09-28 00:00:00+00:00,2018-09-28 00:00:00+00:00,60.24594,423486.39453125,3336.11642551889,1,14.857705794820914,20.0,POINT (-122.5 40.7),2,Fire Season,0.20358822471848306
1872,2018.0,CDF,SHU,HAT ,2018-08-09 00:00:00+00:00,2018-08-12 00:00:00+00:00,1769.335,12582511.421875,26619.4253558603,4,35.553457632164154,46.0,POINT (-122.5 40.7),2,Fire Season,0.49519922478332573
1873,2018.0,CDF,SHU,FLAT,2018-06-28 00:00:00+00:00,2018-06-30 00:00:00+00:00,129.755,911141.953125,5546.40437628009,3,24.37126934105674,32.0,POINT (-122.5 40.7),2,Fire Season,0.337637946695358
1874,2018.0,CDF,SHU,BASCOM,2018-06-23 00:00:00+00:00,2018-06-23 00:00:00+00:00,336.7269,2360145.3828125,8754.32155937786,1,21.022417143734103,28.0,POINT (-122.5 40.7),2,Fire Season,0.29045134791867094
1875,2018.0,CDF,SHU,GORGE ,2018-08-19 00:00:00+00:00,2019-08-19 00:00:00+00:00,154.5624,1078021.81640625,4874.89292354969,366,54.62474213250168,70.0,POINT (-122.5 40.7),2,Fire Season,0.7639208633772725
1876,2018.0,CDF,SHU,CRESTLINE ,2018-07-24 00:00:00+00:00,2018-07-24 00:00:00+00:00,60.4863,427920.54296875,2508.33317750624,1,14.87184831515595,20.0,POINT (-122.5 40.7),2,Fire Season,0.20378749819889344
1877,2018.0,CDF,SHU,CARR ,2018-07-23 00:00:00+00:00,2018-09-01 00:00:00+00:00,229651.4,1618694608.19531,515058.517709608,41,67.47323657616987,86.0,POINT (-122.5 40.7),2,Fire Season,0.9449610277304724
1878,2018.0,CDF,SHU,CREEK,2018-06-24 00:00:00+00:00,2018-06-26 00:00:00+00:00,71.65475,502088.65234375,3719.10248314419,3,22.249591836708348,29.0,POINT (-122.5 40.7),2,Fire Season,0.30774270521194746
1879,2018.0,CDF,SHU,HONEYBEE,2018-06-24 00:00:00+00:00,2018-06-24 00:00:00+00:00,7.635206,53506.91015625,1091.66543870298,1,7.784142477600408,11.0,POINT (-122.5 40.7),2,Fire Season,0.10391903225963808
1880,2018.0,CDF,SHU,DUMP,2018-06-24 00:00:00+00:00,2018-06-27 00:00:00+00:00,1220.089,8544856.31640625,16247.2678541151,4,34.21234674149063,44.0,POINT (-122.5 40.7),2,Fire Season,0.47630246321115166
1881,2018.0,CDF,SHU,PANTHER ,2018-06-24 00:00:00+00:00,2018-06-27 00:00:00+00:00,386.1122,2701380.26953125,10610.6176982446,4,30.06442050415292,39.0,POINT (-122.5 40.7),2,Fire Season,0.41785660786016654
1882,2018.0,CDF,SHU,CORNER ,2018-07-28 00:00:00+00:00,2018-07-28 00:00:00+00:00,94.28287,669665.5546875,3927.78747747793,1,16.453468483120616,22.0,POINT (-122.5 40.7),2,Fire Season,0.22607312679203706
1906,2018.0,CCO,SBC,HOLIDAY,2018-07-06 00:00:00+00:00,2018-07-09 00:00:00+00:00,118.0118,704218.140625,10353.1074897826,4,25.805616060925136,34.0,POINT (-119.7 34.4),3,Fire Season,0.35784843649577325
