objectid,year,agency,unit_id,fire_name,alarm_date,cont_date,gis_acres,complex_name,shape__area,shape__length,duration_days,intensity,rescaled_intensity
4841,2010.0,CDF,NEU,BRIDGE INCIDENT,2010-10-11 00:00:00+00:00,2010-10-11 00:00:00+00:00,48.33659,,322065.1015625,3190.3068201394,0 days,14.076956109190174,19.0
4842,2010.0,CDF,NEU,CHAMBERLIN FIRE,2010-07-13 00:00:00+00:00,2010-07-13 00:00:00+00:00,22.29211,,149362.71875,2261.39067859397,0 days,11.366932219888135,15.0
4843,2010.0,CDF,NEU,DOBBINS INCIDENT,2010-08-20 00:00:00+00:00,2010-08-23 00:00:00+00:00,11.17716,,75788.58203125,2017.2291175595,3 days,17.574420573911485,23.0
4844,2010.0,CDF,NEU,DYER INCIDENT,2010-06-08 00:00:00+00:00,2010-06-08 00:00:00+00:00,55.88419,,372315.9453125,3896.47351083024,0 days,14.590946053045098,19.0
4845,2010.0,CDF,NEU,DYER2 INCIDENT,2010-07-04 00:00:00+00:00,2010-07-04 00:00:00+00:00,24.20499,,161212.04296875,2172.53460924708,0 days,11.65191593956061,16.0
4846,2010.0,CDF,NEU,GRAND INCIDENT,2010-10-11 00:00:00+00:00,2010-10-11 00:00:00+00:00,493.3207,,3319276.6484375,14273.2334815636,0 days,22.3979063554427,29.0
4847,2010.0,CDF,NEU,MEADOWLARK INCIDENT,2010-06-18 00:00:00+00:00,2010-06-18 00:00:00+00:00,59.77896,,401196.296875,3799.36209464243,0 days,14.830069828006657,20.0
4848,2010.0,CDF,NEU,MORRISON INCIDENT,2010-10-11 00:00:00+00:00,2010-10-11 00:00:00+00:00,82.13342,,551830.54296875,5549.41201225035,0 days,15.960955737602283,21.0
4849,2010.0,CDF,NEU,NADER2 INCIDENT,2010-07-11 00:00:00+00:00,2010-07-11 00:00:00+00:00,33.51366,,224611.27734375,2833.87557699426,0 days,12.786810049892145,17.0
4850,2010.0,CDF,NEU,ORR INCIDENT,2010-10-21 00:00:00+00:00,2010-10-21 00:00:00+00:00,30.23179,,202730.63671875,2227.1305205688,0 days,12.42603249805374,17.0
4851,2010.0,CDF,NEU,RIOSA INCIDENT,2010-06-16 00:00:00+00:00,2010-06-16 00:00:00+00:00,16.82723,,112848.41015625,1853.77936934407,0 days,10.401472830678493,14.0
4852,2010.0,CDF,NEU,RIOSA2 INCIDENT,2010-06-23 00:00:00+00:00,2010-06-23 00:00:00+00:00,25.41353,,170441.0703125,1981.86345678108,0 days,11.82102137870899,16.0
4853,2010.0,CDF,NEU,ROCKLIN_CLOVER INCIDENT,2010-06-14 00:00:00+00:00,2010-06-14 00:00:00+00:00,49.31688,,329182.671875,3265.05946867532,0 days,14.14799544259002,19.0
4854,2010.0,CDF,NEU,TWIN BRIDGES,2010-07-26 00:00:00+00:00,2010-07-26 00:00:00+00:00,67.56685,,451444.75390625,4414.78462089606,0 days,15.265397021568736,20.0
4855,2010.0,CDF,NEU,BULLARDS INCIDENT,2010-08-27 00:00:00+00:00,2010-08-31 00:00:00+00:00,1289.09,,8745865.11328125,19631.5320065406,4 days,35.78694131096151,46.0
4856,2010.0,BLM,NOD,PATTERSON,2010-07-05 00:00:00+00:00,2010-07-06 00:00:00+00:00,10.77123,,77525.17578125,1421.62933276958,1 days,13.177392110632729,18.0
4857,2010.0,BLM,NOD,CONSTANTIA,2010-07-24 00:00:00+00:00,2010-08-12 00:00:00+00:00,1452.933,,10013197.3515625,21455.5333122029,19 days,44.76786343684873,58.0
4858,2010.0,BLM,NOD,MCDONALD,2010-07-26 00:00:00+00:00,2010-08-10 00:00:00+00:00,9406.033,,66786673.65625,87739.3697861458,15 days,50.13361214621712,64.0
4859,2010.0,BLM,NOD,ANNIE,2010-08-02 00:00:00+00:00,2010-08-04 00:00:00+00:00,249.1405,,1820964.8828125,6791.76266925313,2 days,26.713528224929426,35.0
4860,2010.0,USF,PNF,MEADOW VIEW,2010-07-24 00:00:00+00:00,2010-07-24 00:00:00+00:00,15.15438,,104828.33203125,1907.28079766628,0 days,10.045688379512454,14.0
4861,2010.0,USF,PNF,GULCH,2010-07-25 00:00:00+00:00,2010-07-25 00:00:00+00:00,103.2976,,710038.57421875,4780.90754328088,0 days,16.779870634770248,22.0
4862,2010.0,USF,PNF,BAR,2010-07-31 00:00:00+00:00,2010-08-18 00:00:00+00:00,1039.374,,7182631.59375,14015.3968398775,18 days,43.24306344671372,56.0
4863,2010.0,USF,PNF,WOODY,2010-07-28 00:00:00+00:00,2010-08-13 00:00:00+00:00,17.84781,CARIBOU COMPLEX,123305.68359375,1480.85730120534,16 days,28.07479839093326,36.0
4864,2010.0,USF,PNF,ROCK,2010-08-13 00:00:00+00:00,2010-08-15 00:00:00+00:00,62.02376,CARIBOU COMPLEX,428196.3671875,2913.94434030578,2 days,21.736123562980264,28.0
4865,2010.0,CDF,RRU,CACTUS,2010-07-15 00:00:00+00:00,2010-07-19 00:00:00+00:00,705.6747,,4132561.36328125,13992.6914126919,4 days,33.613665872158215,43.0
4866,2010.0,CDF,RRU,CLINTON,2010-09-01 00:00:00+00:00,2010-09-03 00:00:00+00:00,64.97097,,379535.921875,3919.44439931127,2 days,21.901143881824055,29.0
4867,2010.0,CDF,RRU,GILMAN,2010-09-05 00:00:00+00:00,2010-09-05 00:00:00+00:00,99.83749,,587977.90625,4139.05481990428,0 days,16.658051961959032,22.0
4868,2010.0,CDF,RRU,GILMER,2010-05-31 00:00:00+00:00,2010-05-31 00:00:00+00:00,31.60417,,185491.81640625,2033.23657586554,0 days,12.581306458466685,17.0
4869,2010.0,CDF,RRU,LEON,2010-06-27 00:00:00+00:00,2010-06-28 00:00:00+00:00,55.71669,,326873.1875,2252.90593473694,1 days,18.85491053681069,25.0
4870,2010.0,CDF,RRU,MCKINLEY,2010-05-20 00:00:00+00:00,2010-05-22 00:00:00+00:00,1028.212,,6049431.8046875,17465.8308429354,2 days,31.820972707819895,41.0
4871,2010.0,CDF,RRU,MINTO,2010-08-30 00:00:00+00:00,2010-08-30 00:00:00+00:00,80.65556,,470880.421875,4079.86105830179,0 days,15.896190868126132,21.0
4872,2010.0,CDF,RRU,PALMER,2010-09-03 00:00:00+00:00,2010-09-04 00:00:00+00:00,112.3239,,662212.70703125,6722.23918032227,1 days,21.354178117100485,28.0
4873,2010.0,CDF,RRU,PEDLEY,2010-05-12 00:00:00+00:00,2010-05-13 00:00:00+00:00,717.2241,,4236807.27734375,18020.8245541104,1 days,28.02146984390454,36.0
4874,2010.0,CDF,RRU,POTRERO,2010-08-10 00:00:00+00:00,2010-08-11 00:00:00+00:00,255.7537,,1509247.55078125,5638.0548622334,1 days,24.3072600835236,32.0
4875,2010.0,CDF,RRU,RANCH,2010-06-22 00:00:00+00:00,2010-06-23 00:00:00+00:00,126.6658,,741893.11328125,4779.40843243035,1 days,21.784451457942122,29.0
4876,2010.0,CDF,RRU,RIVER,2010-06-16 00:00:00+00:00,2010-06-16 00:00:00+00:00,46.58533,,274179.8125,2719.21378432769,0 days,13.946459685171162,19.0
4877,2010.0,CDF,RRU,ROCK,2010-08-19 00:00:00+00:00,2010-08-20 00:00:00+00:00,38.90894,,227541.36328125,3378.86228667054,1 days,17.58586057632703,23.0
4878,2010.0,CDF,RRU,SADDLE,2010-07-15 00:00:00+00:00,2010-07-15 00:00:00+00:00,79.41943,,464687.65625,3592.94928527834,0 days,15.841112725519654,21.0
4879,2010.0,CDF,RRU,SCOTT,2010-05-31 00:00:00+00:00,2010-05-31 00:00:00+00:00,44.047,,257789.3203125,2752.72487267828,0 days,13.748527256756773,18.0
4880,2010.0,CDF,RRU,SKINNER,2010-07-15 00:00:00+00:00,2010-07-18 00:00:00+00:00,522.2162,,3058683.65234375,11784.3956337333,3 days,31.152256191461426,40.0
4881,2010.0,CDF,RRU,WHITEWATER,2010-06-10 00:00:00+00:00,2010-06-11 00:00:00+00:00,52.05724,,306953.1328125,4922.43229201217,1 days,18.614086250236234,25.0
4882,2010.0,CDF,RRU,FAIRVIEW,2010-05-26 00:00:00+00:00,2010-05-27 00:00:00+00:00,63.68459,,373450.73046875,4345.30409696962,1 days,19.329554646394282,25.0
4883,2010.0,CDF,RRU,MAYWOOD,2010-07-17 00:00:00+00:00,2010-07-17 00:00:00+00:00,13.66886,,80231.875,1257.13809292596,0 days,9.697383525273194,13.0
4884,2010.0,CCO,SBC,166,2010-07-12 00:00:00+00:00,2010-07-13 00:00:00+00:00,356.9384,,2155396.34375,7426.53739685468,1 days,25.50689585938739,33.0
4885,2010.0,CDF,SCU,BRADFORD,2010-07-03 00:00:00+00:00,2010-07-03 00:00:00+00:00,511.5375,,3345941.8125,12807.4137751812,0 days,22.528575755109696,29.0
4886,2010.0,CDF,SCU,CURRY,2010-08-24 00:00:00+00:00,2010-08-28 00:00:00+00:00,184.0345,,1196626.0546875,6883.44737332204,4 days,28.775211511713334,37.0
4887,2010.0,CDF,SCU,DIABLO,2010-06-18 00:00:00+00:00,2010-07-15 00:00:00+00:00,458.7751,,2977808.2734375,8207.38685765152,27 days,42.68589899532238,55.0
4888,2010.0,CDF,SCU,STUHR,2010-06-08 00:00:00+00:00,2010-06-09 00:00:00+00:00,604.5287,,3875639.23046875,8926.36712942073,1 days,27.4051948619444,36.0
4889,2010.0,CDF,SHU,BEAVER,2010-07-12 00:00:00+00:00,2010-07-19 00:00:00+00:00,183.3139,,1303286.6171875,7126.472861731,7 days,31.659616907559595,41.0
4890,2010.0,CDF,SHU,OREGON,2010-07-16 00:00:00+00:00,2010-07-16 00:00:00+00:00,8.4357,,59523.55078125,1099.79256011457,0 days,8.104242116410848,11.0
4891,2010.0,CDF,SKU,BAILEY,2010-08-10 00:00:00+00:00,2010-08-10 00:00:00+00:00,4.813503,,35236.58203125,1040.94119586868,0 days,6.355513217704284,9.0
4892,2010.0,CDF,SKU,CRAM,2010-07-31 00:00:00+00:00,2010-07-31 00:00:00+00:00,11.01219,,79655.2421875,2075.36780690925,0 days,8.975945736201309,12.0
4893,2010.0,CDF,SKU,DESAVADO,2010-07-16 00:00:00+00:00,2010-07-16 00:00:00+00:00,11.28721,,82439.3046875,1926.94774146249,0 days,9.05768109895814,12.0
4894,2010.0,CDF,SKU,EASTMAN,2010-07-27 00:00:00+00:00,2010-07-27 00:00:00+00:00,2.383767,,17318.1171875,593.152943539538,0 days,4.401419078891509,7.0
4895,2010.0,CDF,SKU,EASY,2010-07-02 00:00:00+00:00,2010-07-02 00:00:00+00:00,4.45821,,32277.12890625,1943.61153138558,0 days,6.127813052833232,9.0
4896,2010.0,CDF,SKU,EMPIRE,2010-07-26 00:00:00+00:00,2010-07-26 00:00:00+00:00,0.931545,,6810.9609375,451.161048706364,0 days,2.3770039754747727,4.0
4897,2010.0,CDF,SKU,GAZELLE,2010-09-13 00:00:00+00:00,2010-09-13 00:00:00+00:00,2.75103,,19859.66015625,631.39142919678,0 days,4.773469926187055,7.0
4898,2010.0,CDF,SKU,HAMLIN,2010-06-30 00:00:00+00:00,2010-06-30 00:00:00+00:00,3.322555,,24040.42578125,694.312414087397,0 days,5.285527213422235,8.0
4899,2010.0,CCO,VNC,LOMA,2010-07-13 00:00:00+00:00,2010-07-14 00:00:00+00:00,77.9688,,463006.20703125,6828.91396814167,1 days,20.04999923285572,26.0
4900,2010.0,CCO,VNC,HAMPSHIRE,2010-09-28 00:00:00+00:00,2010-09-28 00:00:00+00:00,41.61283,,246625.42578125,2447.2549213674,0 days,13.54794862411196,18.0
4901,2010.0,FWS,LUR,BALLOON,2010-05-08 00:00:00+00:00,2010-05-08 00:00:00+00:00,223.4276,,1428643.1796875,7676.50371616689,0 days,19.546775822355794,26.0
4902,2010.0,FWS,LUR,WILDLIFE,2010-05-01 00:00:00+00:00,2010-05-01 00:00:00+00:00,8.675761,,55553.78125,1514.75023042196,0 days,8.194955901188285,11.0
4903,2010.0,NPS,KNP,CAHOON,2010-07-23 00:00:00+00:00,2010-11-30 00:00:00+00:00,4.511323,,28413.20703125,815.851477526044,130 days,36.22793419329459,47.0
4904,2010.0,NPS,KNP,ESHOM,2010-09-30 00:00:00+00:00,2010-10-12 00:00:00+00:00,6.100981,,38437.1328125,1043.40250645817,12 days,22.895779342598807,30.0
4905,2010.0,NPS,KNP,SHEEP COMPLEX,2010-07-17 00:00:00+00:00,2010-10-25 00:00:00+00:00,9021.522,SHEEP COMPLEX,57024667.4648438,63649.19339307,100 days,61.345747012745164,78.0
4906,2010.0,NPS,YNP,CLARK,2010-08-08 00:00:00+00:00,2010-08-11 00:00:00+00:00,11.02856,,71379.53125,1016.92867138055,3 days,17.530087383918406,23.0
4907,2010.0,NPS,YNP,WILDCAT2,2010-07-17 00:00:00+00:00,2010-07-31 00:00:00+00:00,15.8109,,103061.796875,1212.21744094341,14 days,26.88996779339799,35.0
4908,2010.0,NPS,YNP,VERNON,2010-08-08 00:00:00+00:00,2010-11-04 00:00:00+00:00,964.4049,,6294615.30078125,24222.2494554273,88 days,52.49603213321321,67.0
4909,2010.0,NPS,YNP,SLOPE,2010-07-25 00:00:00+00:00,2010-11-04 00:00:00+00:00,1710.69,,11137656.3984375,22767.4618235319,102 days,55.46479370989298,71.0
4910,2010.0,NPS,JTP,KEYS,2010-08-26 00:00:00+00:00,2010-08-30 00:00:00+00:00,110.6722,,652265.78515625,4777.06988534933,4 days,26.9518945413925,35.0
4911,2010.0,NPS,SMP,DEER CREEK,2010-05-29 00:00:00+00:00,2010-05-29 00:00:00+00:00,3.628123,,21460.3125,795.405183009346,0 days,5.5321558291469906,8.0
4912,2010.0,NPS,DVP,TRAVERTINE,2010-08-09 00:00:00+00:00,2010-08-15 00:00:00+00:00,21.78763,,136516.29296875,6562.72207681327,6 days,23.28822266694683,30.0
4913,2009.0,BLM,CRA,DEER,2009-07-06 00:00:00+00:00,2009-07-21 00:00:00+00:00,330.1603,,1954275.53125,12882.9490459666,15 days,38.04996948520116,49.0
4914,2009.0,DOD,AFV,HIGHWAY,2009-09-30 00:00:00+00:00,2009-10-03 00:00:00+00:00,562.13,,3376402.81640625,9482.60853079504,3 days,31.41770029668116,41.0
4915,2009.0,USF,ANF,STEEP,2009-05-10 00:00:00+00:00,2009-05-10 00:00:00+00:00,29.46137,,176744.03515625,2741.0637888518,0 days,12.33584718193758,17.0
4916,2009.0,USF,ANF,ISLAND,2009-07-01 00:00:00+00:00,2009-07-01 00:00:00+00:00,61.4799,,368106.55078125,2922.83562032988,0 days,14.929729886975482,20.0
4917,2009.0,USF,ANF,TUJUNGA,2009-07-05 00:00:00+00:00,2009-07-09 00:00:00+00:00,210.5635,,1251790.49609375,4585.4921546254,4 days,29.258985023784216,38.0
4918,2009.0,USF,ANF,OSITO,2009-07-13 00:00:00+00:00,2009-07-13 00:00:00+00:00,332.0352,,1989296.10546875,6284.46769555874,0 days,20.971905497462778,27.0
4919,2009.0,USF,ANF,MORRIS,2009-08-25 00:00:00+00:00,2009-11-30 00:00:00+00:00,2236.504,,13262905.8984375,21473.801384322,97 days,56.12515281519905,72.0
4920,2009.0,USF,ANF,STATION,2009-08-26 00:00:00+00:00,2009-09-22 00:00:00+00:00,160833.1,,956681990.953125,259028.08431948,27 days,63.83524577404128,82.0
4921,2009.0,USF,ANF,SMOKEY,2009-10-10 00:00:00+00:00,2009-10-10 00:00:00+00:00,18.62339,,111783.40625,1565.4470735589,0 days,10.748083602936726,15.0
4922,2009.0,USF,ANF,PARADISE,2009-07-17 00:00:00+00:00,2009-07-17 00:00:00+00:00,11.7796,,70485.03515625,1117.49201950657,0 days,9.199550502893944,13.0
4923,2009.0,USF,BDF,MCKINLEY,2009-06-03 00:00:00+00:00,2009-06-03 00:00:00+00:00,166.3999,,985652.3515625,5411.97771672844,0 days,18.488232350723102,24.0
4924,2009.0,USF,BDF,ELM,2009-07-07 00:00:00+00:00,2009-07-07 00:00:00+00:00,348.3582,,2051128.4375,5696.7255992453,0 days,21.144676453503983,28.0
4925,2009.0,USF,BDF,COTTONWOOD,2009-08-27 00:00:00+00:00,2009-08-31 00:00:00+00:00,2410.618,,14146047.6757812,20211.929709148,4 days,38.04575121660283,49.0
4926,2009.0,USF,BDF,SHEEP,2009-10-03 00:00:00+00:00,2009-10-24 00:00:00+00:00,7237.873,,43036315.4101562,64242.8704005977,21 days,51.151526502738086,66.0
4927,2009.0,CDF,BDU,BASELINE,2009-06-07 00:00:00+00:00,2009-06-07 00:00:00+00:00,43.897,,259863.23046875,2859.67168935546,0 days,13.736484048790224,18.0
4928,2009.0,CDF,BDU,BUCKLEY,2009-03-21 00:00:00+00:00,2009-03-22 00:00:00+00:00,45.44855,,291574.1328125,4224.0206866315,1 days,18.13376751442139,24.0
4929,2009.0,CDF,BDU,CRAFTON,2009-09-23 00:00:00+00:00,2009-09-27 00:00:00+00:00,348.1416,,2057273.47265625,7059.77873785116,4 days,31.06777928391929,40.0
4930,2009.0,CDF,BDU,FORT,2009-02-05 00:00:00+00:00,2009-02-07 00:00:00+00:00,943.448,,5983567.09765625,24615.5937153101,2 days,31.510638923441103,41.0
4931,2009.0,CDF,BDU,OAK GLEN 3,2009-08-30 00:00:00+00:00,2009-09-10 00:00:00+00:00,983.2415,,5809257.74609375,17289.7331076372,11 days,40.20887974721856,52.0
4932,2009.0,CDF,BDU,PARK 2,2009-05-07 00:00:00+00:00,2009-05-08 00:00:00+00:00,72.86634,,430601.9296875,3695.73455102502,1 days,19.808819648606384,26.0
4933,2009.0,CDF,BDU,PENDLETON,2009-08-31 00:00:00+00:00,2009-09-03 00:00:00+00:00,838.701,,4954291.26953125,10927.6869045395,3 days,32.86030703832691,42.0
4934,2009.0,CDF,BEU,BRYSON,2009-08-26 00:00:00+00:00,2009-08-28 00:00:00+00:00,2256.828,,13934634.9296875,15661.5937731455,2 days,34.6575827386268,45.0
4935,2009.0,CDF,BEU,CHALONE,2009-06-09 00:00:00+00:00,2009-06-11 00:00:00+00:00,65.13966,,408126.75,3179.58167391587,2 days,21.91036480773664,29.0
4936,2009.0,CDF,BEU,GLORIA,2009-08-28 00:00:00+00:00,2009-09-08 00:00:00+00:00,6435.952,,40347179.4882812,35486.3357293282,11 days,46.98957514697784,60.0
4937,2009.0,CDF,BEU,INTERLAKE,2009-06-04 00:00:00+00:00,2009-06-04 00:00:00+00:00,30.36139,,187262.15234375,1994.35473173418,0 days,12.440984568273848,17.0
4938,2009.0,CDF,BEU,SARGENTS,2009-06-27 00:00:00+00:00,2009-06-27 00:00:00+00:00,23.95738,,148446.44140625,1867.99944842242,0 days,11.616269481607057,16.0
4939,2009.0,CDF,BEU,SARGENTS 2,2009-06-13 00:00:00+00:00,2009-06-13 00:00:00+00:00,33.99076,,210253.6875,3136.47257889363,0 days,12.836380919330997,17.0
4940,2009.0,CDF,BTU,JORDAN,2009-07-15 00:00:00+00:00,2009-07-16 00:00:00+00:00,24.43217,,167845.625,1691.60557093477,1 days,15.958926742767485,21.0
4941,2009.0,BLM,CDD,LAMB,2009-07-11 00:00:00+00:00,2009-07-11 00:00:00+00:00,288.1363,,1695475.5703125,5976.88046442745,0 days,20.46153154826296,27.0
4943,2009.0,BLM,CDD,QUAIL,2009-07-02 00:00:00+00:00,2009-07-02 00:00:00+00:00,38.68639,,227594.42578125,2048.34771692924,0 days,13.29105710345823,18.0
4944,2009.0,BLM,CDD,SPRINGS,2009-07-28 00:00:00+00:00,2009-07-28 00:00:00+00:00,71.06954,,418891.6796875,2795.61195564737,0 days,15.44529096314305,21.0
4945,2009.0,BLM,CDD,WRANGLER,2009-07-17 00:00:00+00:00,2009-07-19 00:00:00+00:00,17.05299,,99980.0390625,1562.69687332507,2 days,17.222010980338126,23.0
4946,2009.0,USF,CNF,ORTEGA 3,2009-09-04 00:00:00+00:00,2009-09-04 00:00:00+00:00,16.4927,,96442.61328125,1673.93641346664,0 days,10.333073642786168,14.0
4947,2009.0,CDF,CZU,LOCKHEED,2009-08-12 00:00:00+00:00,2009-08-23 00:00:00+00:00,7783.064,,49581123.7929688,43587.2953667215,11 days,47.675694834071514,61.0
4948,2009.0,CDF,CZU,LOMA,2009-10-25 00:00:00+00:00,2009-10-27 00:00:00+00:00,669.3967,,4265112.64453125,10659.0785938372,2 days,30.273136328299522,39.0
4949,2009.0,CDF,FKU,AUBERY,2009-06-02 00:00:00+00:00,2009-06-02 00:00:00+00:00,31.31994,,199071.7734375,3117.37298211077,0 days,12.549691733596646,17.0
4950,2009.0,CDF,FKU,BEAR,2009-09-11 00:00:00+00:00,2009-09-12 00:00:00+00:00,35.12801,,221862.390625,2898.43539116812,1 days,17.2264796734165,23.0
4951,2009.0,CDF,FKU,LODGE,2009-07-30 00:00:00+00:00,2009-07-30 00:00:00+00:00,30.24311,,192411.46875,1944.18851180467,0 days,12.427340967493707,17.0
4952,2009.0,CDF,FKU,MORGAN,2009-07-13 00:00:00+00:00,2009-07-13 00:00:00+00:00,29.25722,,186016.16015625,2668.65748913828,0 days,12.311566992834805,17.0
4953,2009.0,CDF,FKU,PIEDRA,2009-05-14 00:00:00+00:00,2009-05-14 00:00:00+00:00,8.226518,,51962.84765625,1110.725667535,0 days,8.02329489166521,11.0
4954,2009.0,CDF,FKU,SAND,2009-07-10 00:00:00+00:00,2009-07-10 00:00:00+00:00,17.27704,,108959.5,1451.74364332992,0 days,10.491446561975495,14.0
4955,2009.0,CDF,FKU,VALLEY,2009-06-11 00:00:00+00:00,2009-06-11 00:00:00+00:00,43.96304,,278388.76953125,2421.43628252868,0 days,13.741791221942043,18.0
4956,2009.0,BIA,HIA,MILL CREEK 4,2009-10-07 00:00:00+00:00,2009-11-18 00:00:00+00:00,2831.125,,20257383.8085938,28481.5814553888,42 days,51.89593403893104,67.0
4957,2009.0,CDF,HUU,AHPAH,2009-09-28 00:00:00+00:00,2009-10-02 00:00:00+00:00,5.253993,,37882.890625,840.009380842282,4 days,16.544570225896344,22.0
4958,2009.0,CDF,HUU,FRENCH,2009-10-01 00:00:00+00:00,2009-10-02 00:00:00+00:00,27.42418,,190101.57421875,2351.48733505837,1 days,16.360529094094737,22.0
4959,2009.0,CDF,HUU,GOODMAN,2009-08-25 00:00:00+00:00,2009-08-25 00:00:00+00:00,12.50913,,86583.1015625,1284.04368186165,0 days,9.400001302211713,13.0
4960,2009.0,CDF,HUU,ISLAND,2009-07-30 00:00:00+00:00,2009-08-02 00:00:00+00:00,40.26507,,277860.43359375,2332.44577264499,3 days,21.98112836041723,29.0
4961,2009.0,CDF,HUU,KNEELAND,2009-10-08 00:00:00+00:00,2009-10-09 00:00:00+00:00,25.67812,,180778.17578125,2491.54131555091,1 days,16.131622881024704,21.0
4962,2009.0,CDF,HUU,LITTLE,2009-01-13 00:00:00+00:00,2009-01-13 00:00:00+00:00,28.92981,,205933.4375,2069.10845527032,0 days,12.272282962958023,16.0
4963,2009.0,CDF,HUU,PANTHER,2009-07-17 00:00:00+00:00,2009-07-17 00:00:00+00:00,5.297645,,36930.1484375,920.588837963979,0 days,6.644342794643442,9.0
4964,2009.0,CDF,HUU,PECWAN,2009-08-05 00:00:00+00:00,2009-08-06 00:00:00+00:00,9.846016,,70609.21484375,1199.82427982316,1 days,12.881817161064808,17.0
4965,2009.0,CDF,HUU,PRATT,2009-09-11 00:00:00+00:00,2009-09-11 00:00:00+00:00,141.965,,982890.6875,4968.54802128705,0 days,17.918513735289796,24.0
4966,2009.0,CDF,HUU,RANCH,2009-01-15 00:00:00+00:00,2009-01-16 00:00:00+00:00,124.5351,,871676.984375,5074.82066541041,1 days,21.723681346278152,28.0
4967,2009.0,CDF,HUU,RIVER,2009-01-14 00:00:00+00:00,2009-01-14 00:00:00+00:00,33.31531,,237095.578125,2065.85092077876,0 days,12.765999437591377,17.0
4968,2009.0,CDF,HUU,VALLEY,2009-01-16 00:00:00+00:00,2009-01-16 00:00:00+00:00,24.98003,,177791.65234375,2212.26629262879,0 days,11.761270564766283,16.0
4969,2009.0,CDF,HUU,WILSON BRANCH 1,2009-10-09 00:00:00+00:00,2009-10-14 00:00:00+00:00,34.7323,,251800.4921875,2391.05542087303,5 days,23.961813415501773,31.0
4970,2009.0,CDF,HUU,WILSON BRANCH 2,2009-10-09 00:00:00+00:00,2009-10-14 00:00:00+00:00,289.5978,,2099764.765625,6372.95430868313,5 days,31.52944889326401,41.0
4971,2009.0,CDF,HUU,IAGUA,2009-10-03 00:00:00+00:00,2009-10-06 00:00:00+00:00,148.0109,,1039850.109375,7086.49182985428,3 days,26.617292369579204,35.0
4972,2009.0,USF,INF,N. GLASS,2009-07-18 00:00:00+00:00,2009-07-19 00:00:00+00:00,90.76411,,588262.51171875,4498.02899641318,1 days,20.592214012783792,27.0
4973,2009.0,USF,INF,SPOOK,2009-07-18 00:00:00+00:00,2009-07-20 00:00:00+00:00,13.53177,,85886.95703125,1077.60976492259,2 days,16.438580450657657,22.0
4974,2009.0,USF,INF,FORKS,2009-07-18 00:00:00+00:00,2009-07-24 00:00:00+00:00,2811.132,,18001008.9257812,27865.4137921864,6 days,40.675530421570556,52.0
4975,2009.0,USF,INF,BLACKJACK,2009-07-18 00:00:00+00:00,2009-08-25 00:00:00+00:00,270.8956,,1718406.67578125,9006.57470667325,38 days,42.832589679814085,55.0
4976,2009.0,USF,KNF,SIMS,2009-06-23 00:00:00+00:00,2009-06-23 00:00:00+00:00,169.8183,,1240390.6015625,4719.04185811277,0 days,18.561222359640023,24.0
4977,2009.0,USF,KNF,HARRINGTON,2009-08-02 00:00:00+00:00,2009-09-09 00:00:00+00:00,141.8978,,1030437.3046875,6403.71468381621,38 days,40.50986090492209,52.0
4978,2009.0,USF,KNF,REDROCK,2009-08-21 00:00:00+00:00,2009-09-04 00:00:00+00:00,1736.917,,12566932.2851562,18533.6008727205,14 days,43.63794397786552,56.0
4979,2009.0,USF,KNF,TENNANT,2009-07-19 00:00:00+00:00,2009-07-24 00:00:00+00:00,3183.837,,23133483.4140625,26482.7183800226,5 days,40.174271639604314,52.0
4980,2009.0,CCO,KRN,BEAR,2009-10-29 00:00:00+00:00,2009-10-29 00:00:00+00:00,236.9551,,1442517.38671875,5749.57536604212,0 days,19.75810654624068,26.0
4981,2009.0,CCO,KRN,BITTER,2009-05-31 00:00:00+00:00,2009-05-31 00:00:00+00:00,353.0028,,2162089.1953125,6374.2970890333,0 days,21.192363351040143,28.0
4982,2009.0,CCO,KRN,BLUE,2009-06-28 00:00:00+00:00,2009-06-29 00:00:00+00:00,17.20211,,103884.18359375,2292.07868190669,1 days,14.751225571215649,20.0
4983,2009.0,CCO,KRN,BRECKENRIDGE,2009-04-24 00:00:00+00:00,2009-04-24 00:00:00+00:00,14.43905,,88087.4296875,1387.87356613647,0 days,9.882154924401245,13.0
4984,2009.0,CCO,KRN,CAMERON,2009-07-06 00:00:00+00:00,2009-07-06 00:00:00+00:00,208.3219,,1260683.58984375,10195.4370373534,0 days,19.29518183437223,25.0
4985,2009.0,CCO,KRN,FOREST,2009-08-29 00:00:00+00:00,2009-08-29 00:00:00+00:00,10.83142,,65618.88671875,1363.19128470132,0 days,8.921195576354606,12.0
4986,2009.0,CCO,KRN,FRANK,2009-05-26 00:00:00+00:00,2009-05-26 00:00:00+00:00,168.5915,,1037831.99609375,9718.18389010102,0 days,18.53519702544485,24.0
4987,2009.0,CCO,KRN,HIGHWAY 178,2009-09-29 00:00:00+00:00,2009-09-29 00:00:00+00:00,15.60018,,95890.1796875,1755.85725474015,0 days,10.143980303193532,14.0
4988,2009.0,CCO,KRN,KECKS,2009-05-17 00:00:00+00:00,2009-05-17 00:00:00+00:00,29.51451,,181646.61328125,2318.24274287198,0 days,12.342140595985779,17.0
4989,2009.0,CCO,KRN,OAK,2009-05-13 00:00:00+00:00,2009-05-13 00:00:00+00:00,30.85494,,186780.15625,1972.51308136594,0 days,12.497365652471695,17.0
