objectid,year,agency,unit_id,fire_name,alarm_date,cont_date,gis_acres,complex_name,shape__area,shape__length,duration_days,intensity,rescaled_intensity
2828,2016.0,NPS,RNP,PELICAN,2016-07-07 00:00:00+00:00,2016-07-07 00:00:00+00:00,0.4984261,,3270.08203125,289.177354106717,0 days,1.4602267289718343,3.0
2829,2016.0,NPS,SMP,COAST,2016-12-02 00:00:00+00:00,2016-12-02 00:00:00+00:00,1.167387,,6898.62109375,557.083385248944,0 days,2.792965439817318,5.0
2830,2016.0,NPS,SMP,LIBERTY CANYON,2016-11-05 00:00:00+00:00,2016-11-05 00:00:00+00:00,0.07773458,,460.3359375,76.6654215021923,0 days,0.27030225393139906,1.0
2831,2016.0,NPS,SMP,MULHOLLAND,2016-02-25 00:00:00+00:00,2016-02-28 00:00:00+00:00,11.32529,,66987.1953125,1248.13608722961,3 days,17.61807834145562,23.0
2832,2016.0,NPS,KNP,YUCCA,2016-11-05 00:00:00+00:00,2016-11-15 00:00:00+00:00,71.68799,,451091.04296875,5326.78311006817,10 days,30.263871927111364,39.0
2833,2016.0,NPS,KNP,SENTINEL,2016-08-19 00:00:00+00:00,2016-11-15 00:00:00+00:00,74.37858,,469702.21875,3179.89881596691,88 days,43.28863086324257,56.0
2834,2016.0,NPS,YNP,LAKES,2016-06-26 00:00:00+00:00,2016-12-02 00:00:00+00:00,1000.718,,6462430.20703125,20744.8032578766,159 days,56.246508796833396,72.0
2835,2016.0,NPS,YNP,SWINGING BRIDGE,2016-02-26 00:00:00+00:00,2016-02-28 00:00:00+00:00,0.1589643,,1030.43359375,115.114432117099,2 days,7.307776526882331,10.0
2836,2016.0,NPS,YNP,INDIAN CAVES,2016-05-31 00:00:00+00:00,2016-05-31 00:00:00+00:00,0.079427,,514.9140625,81.3758338556265,0 days,0.27596788489966195,1.0
2837,2016.0,NPS,YNP,EL CAP,2016-06-04 00:00:00+00:00,2016-06-05 00:00:00+00:00,0.07944305,,514.7734375,81.3617740242949,1 days,4.550633764412396,7.0
2838,2016.0,NPS,YNP,TENAYA,2016-06-08 00:00:00+00:00,2016-06-08 00:00:00+00:00,0.07943067,,514.8984375,81.373520646544,0 days,0.27598016112284235,1.0
2839,2016.0,NPS,YNP,TURNER,2016-06-12 00:00:00+00:00,2016-07-10 00:00:00+00:00,0.07961213,,513.6796875,81.260319283525,28 days,21.042571887889526,28.0
2840,2016.0,NPS,YNP,GIN,2016-06-12 00:00:00+00:00,2016-06-14 00:00:00+00:00,0.07938001,,515.08984375,81.3907777797878,2 days,7.050910728566699,10.0
2841,2016.0,CCO,VNC,CASITAS,2016-04-28 00:00:00+00:00,2016-04-30 00:00:00+00:00,46.16,,274767.03125,3774.88139907302,2 days,20.689141145855107,27.0
2842,2016.0,CCO,VNC,WHEELER,2016-07-05 00:00:00+00:00,2016-07-05 00:00:00+00:00,0.6420608,,3824.12890625,341.504239475525,0 days,1.7907394689976972,3.0
2843,2016.0,CCO,VNC,ROCKY,2016-06-02 00:00:00+00:00,2016-06-02 00:00:00+00:00,5.227636,,31055.28125,942.670236268473,0 days,6.6039788463567675,9.0
2844,2016.0,CCO,VNC,RANCHO,2016-07-11 00:00:00+00:00,2016-07-11 00:00:00+00:00,19.58136,,116052.69140625,1541.70332193992,0 days,10.920183049516401,15.0
2845,2016.0,CCO,VNC,SHERWOOD,2016-07-14 00:00:00+00:00,2016-07-15 00:00:00+00:00,78.70457,,466194.3984375,3495.88588378224,1 days,20.08348527852083,26.0
2846,2016.0,CCO,VNC,GRIDLEY,2016-09-13 00:00:00+00:00,2016-09-13 00:00:00+00:00,0.407959,,2434.97265625,196.356876327032,0 days,1.2353727626565054,3.0
2847,2016.0,CCO,VNC,OCEAN,2016-09-15 00:00:00+00:00,2016-09-15 00:00:00+00:00,0.1149633,,684.5703125,97.9795431789216,0 days,0.39292294693790436,1.0
2848,2016.0,CCO,VNC,SAGE,2016-12-20 00:00:00+00:00,2016-12-21 00:00:00+00:00,40.23864,,238834.27734375,3491.14117831562,1 days,17.70420279112246,23.0
2849,2016.0,CDF,MVU,GOPHER 10,2016-11-13 00:00:00+00:00,2016-11-16 00:00:00+00:00,29.30604,,170055.63671875,1664.83303616357,3 days,20.86661256160114,27.0
2850,2016.0,CDF,MVU,BARRETT 3,2016-07-03 00:00:00+00:00,2016-07-04 00:00:00+00:00,18.08314,,103448.46875,2200.57087532336,1 days,14.92189557909374,20.0
2851,2016.0,CDF,MVU,BORDER 3,2016-06-19 00:00:00+00:00,2016-07-07 00:00:00+00:00,7606.026,,43496574.9335938,60505.4250899381,18 days,50.42654415828138,65.0
2852,2016.0,CDF,MVU,GOPHER 7,2016-08-08 00:00:00+00:00,2016-08-14 00:00:00+00:00,34.47683,,199941.89453125,2761.99667714204,6 days,24.88654707395811,32.0
2853,2016.0,CDF,MVU,LAKESIDE,2016-07-24 00:00:00+00:00,2016-07-25 00:00:00+00:00,18.04981,,103951.375,1622.80742670647,1 days,14.915583713501828,20.0
2854,2016.0,CDF,MVU,PALA 3,2016-05-31 00:00:00+00:00,2016-07-02 00:00:00+00:00,66.19798,,385561.734375,4269.12573152213,32 days,36.75541204996402,47.0
2855,2016.0,CDF,MVU,ROCK 2,2016-07-22 00:00:00+00:00,2016-07-25 00:00:00+00:00,17.28249,,99711.61328125,2534.01859386496,3 days,19.04174745785249,25.0
2856,2016.0,USF,SRF,BURNT,2016-08-02 00:00:00+00:00,2016-08-05 00:00:00+00:00,3.647684,,25822.69921875,619.655720714707,3 days,14.096608909571001,19.0
2858,2016.0,CDF,BDU,LONE PINE,2016-07-01 00:00:00+00:00,2016-07-05 00:00:00+00:00,104.2135,,655599.71484375,9907.18313808004,4 days,26.7367821919825,35.0
2861,2016.0,CCO,SBC,CAT,2016-06-27 00:00:00+00:00,2016-06-27 00:00:00+00:00,19.74437,,118762.89453125,1632.58490871212,0 days,10.948668211134665,15.0
2862,2016.0,CDF,SHU,FIDDLER,2016-07-08 00:00:00+00:00,2016-07-20 00:00:00+00:00,330.9144,,2312314.48046875,10292.6749755558,12 days,36.777678216984995,47.0
2863,2016.0,CDF,SHU,COW,2016-09-25 00:00:00+00:00,2016-09-29 00:00:00+00:00,94.76298,,666577.97265625,6009.65394007733,4 days,26.396958543867733,34.0
2864,2016.0,CDF,TGU,PASKENTA,2016-06-21 00:00:00+00:00,2016-06-21 00:00:00+00:00,42.49441,,292797.6875,2807.21472599903,0 days,13.621885306061642,18.0
2865,2016.0,CDF,TGU,TEDOC,2016-04-17 00:00:00+00:00,2016-04-17 00:00:00+00:00,2.379422,,16580.421875,771.372408248569,0 days,4.396779687221769,7.0
2866,2016.0,LRA,TGU,HOAG 2,2016-06-11 00:00:00+00:00,2016-06-11 00:00:00+00:00,64.68711,,445620.4140625,5850.59233908224,0 days,15.110474158027348,20.0
2867,2016.0,CDF,TGU,COLYEAR,2016-06-30 00:00:00+00:00,2016-07-03 00:00:00+00:00,465.1825,,3215323.23046875,7942.82657668384,3 days,30.735516687883326,40.0
2868,2016.0,CDF,TGU,FLORES,2016-07-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,88.57339,,613320.4296875,5596.33661269159,0 days,16.23035630755707,21.0
2869,2016.0,LRA,TGU,DIAMOND,2016-07-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2.858218,,19823.19140625,810.671111717404,0 days,4.875201527118731,7.0
2870,2016.0,CDF,TGU,SPRING,2016-07-15 00:00:00+00:00,2016-07-15 00:00:00+00:00,16.44187,,114827.23828125,1540.28963891137,0 days,10.32256642495127,14.0
2871,2016.0,CDF,LNU,OAK 2,2016-07-22 00:00:00+00:00,2016-07-22 00:00:00+00:00,58.76016,,387197.0703125,2927.93480714176,0 days,14.76903271503004,20.0
2872,2016.0,CCO,ORC,SAN JUAN,2016-11-13 00:00:00+00:00,2016-11-13 00:00:00+00:00,55.2786,,322540.76953125,2912.64339009464,0 days,14.552300287335468,19.0
2873,2016.0,CCO,KRN,FRONTIER,2016-06-22 00:00:00+00:00,2016-06-22 00:00:00+00:00,44.1466,,267863.99609375,3309.32840876359,0 days,13.756501812811711,18.0
2874,2016.0,CCO,KRN,BLUE,2016-07-10 00:00:00+00:00,2016-07-10 00:00:00+00:00,0.1527542,,930.32421875,132.230661594647,0 days,0.5132771366269792,2.0
2875,2016.0,CCO,KRN,STOCKDALE,2016-07-29 00:00:00+00:00,2016-07-29 00:00:00+00:00,65.12898,,396822.01171875,4433.47095200855,0 days,15.134681685887974,20.0
2876,2016.0,CCO,KRN,KEENE,2016-10-13 00:00:00+00:00,2016-10-13 00:00:00+00:00,1.172981,,7127.65625,574.669745536826,0 days,2.802272636068591,5.0
2877,2016.0,CCO,KRN,RIVER,2016-05-29 00:00:00+00:00,2016-05-29 00:00:00+00:00,0.8538342,,5217.4296875,462.623010253678,0 days,2.2287331408011477,4.0
2878,2016.0,CCO,KRN,GRANITE,2016-06-06 00:00:00+00:00,2016-06-06 00:00:00+00:00,4.356924,,26680.2578125,731.172757713159,0 days,6.060180943141326,9.0
2879,2016.0,CCO,KRN,BODFISH,2016-07-06 00:00:00+00:00,2016-07-06 00:00:00+00:00,2.665767,,16225.390625,904.040553531322,0 days,4.690449287220788,7.0
2880,2016.0,CCO,KRN,CARBINE,2016-06-05 00:00:00+00:00,2016-06-05 00:00:00+00:00,2.911362,,17612.828125,610.489796185858,0 days,4.9245968912909985,7.0
2881,2016.0,CCO,KRN,DUMP,2016-08-04 00:00:00+00:00,2016-08-04 00:00:00+00:00,3.463308,,21095.21875,940.356748149619,0 days,5.4012271480683625,8.0
2882,2016.0,CCO,KRN,RANGE,2016-08-26 00:00:00+00:00,2016-08-30 00:00:00+00:00,515.6979,,3132552.3125,7663.72453184689,4 days,32.48310866292101,42.0
2883,2016.0,CCO,KRN,,2016-08-24 00:00:00+00:00,2016-08-24 00:00:00+00:00,5.662165,,34424.96484375,1498.78503870838,0 days,6.847512998088599,10.0
2884,2016.0,CCO,KRN,,2016-07-22 00:00:00+00:00,2016-07-22 00:00:00+00:00,7.921784,,47814.0234375,1177.66354459988,0 days,7.902026265398978,11.0
2885,2016.0,CCO,KRN,,2016-07-19 00:00:00+00:00,2016-07-19 00:00:00+00:00,1.119939,,6844.640625,619.910321157779,0 days,2.7130424251544727,4.0
2886,2016.0,CCO,KRN,DEER,2016-07-01 00:00:00+00:00,2016-07-04 00:00:00+00:00,1563.429,,9502161.9140625,21834.5779619854,3 days,35.107000827517496,45.0
2887,2016.0,CCO,KRN,BEALE,2016-05-15 00:00:00+00:00,2016-05-15 00:00:00+00:00,1.616614,,9839.22265625,621.973226798236,0 days,3.473074702486195,5.0
2888,2016.0,CCO,KRN,ROCKY,2016-05-29 00:00:00+00:00,2016-05-29 00:00:00+00:00,11.64292,,70518.92578125,1433.01399706938,0 days,9.16072534068249,13.0
2889,2016.0,CCO,KRN,VIEW,2016-08-09 00:00:00+00:00,2016-08-09 00:00:00+00:00,2.934704,,17857.59765625,642.977519494347,0 days,4.94608064232596,7.0
2890,2016.0,CCO,KRN,TUNNEL,2016-08-09 00:00:00+00:00,2016-08-09 00:00:00+00:00,2.341895,,14243.359375,690.102568567768,0 days,4.356460041879907,6.0
2891,2016.0,CCO,KRN,TUCKER,2016-06-23 00:00:00+00:00,2016-06-23 00:00:00+00:00,1.215325,,7367.359375,357.332005381657,0 days,2.8719563322667723,5.0
2892,2016.0,CCO,KRN,,2016-07-03 00:00:00+00:00,2016-07-03 00:00:00+00:00,14.09687,,85347.1328125,1757.86139646276,0 days,9.801229587902876,13.0
2893,2016.0,CCO,KRN,HARTINC,2016-06-15 00:00:00+00:00,2016-06-15 00:00:00+00:00,1.729471,,10567.49609375,490.550180300391,0 days,3.6255431188921285,6.0
2894,2016.0,CCO,SBC,BAR,2016-08-24 00:00:00+00:00,2016-08-24 00:00:00+00:00,17.84402,,106501.25,1774.63039549447,0 days,10.601753763802101,14.0
2895,2016.0,CDF,TGU,SIESTA,2016-07-21 00:00:00+00:00,2016-07-21 00:00:00+00:00,2.664976,,18539.78515625,529.188193229776,0 days,4.689670083149949,7.0
2896,2016.0,CDF,TGU,BAKER,2016-08-03 00:00:00+00:00,2016-08-03 00:00:00+00:00,75.94509,,527335.4453125,5402.55329268032,0 days,15.681650141403386,21.0
2897,2016.0,LRA,TGU,CAMINO,2016-08-05 00:00:00+00:00,2016-08-05 00:00:00+00:00,3.267356,,22600.7421875,661.388366770429,0 days,5.239121522214973,8.0
2898,2016.0,CDF,TGU,HOG,2016-09-13 00:00:00+00:00,2016-09-13 00:00:00+00:00,320.7015,,2233946.9921875,7205.37362251956,0 days,20.846887904304783,27.0
2899,2016.0,CDF,TGU,RIDGE,2016-09-16 00:00:00+00:00,2016-09-16 00:00:00+00:00,26.22033,,181587.26171875,2413.80976768082,0 days,11.929659518010368,16.0
2900,2016.0,CDF,TGU,RED,2016-09-17 00:00:00+00:00,2016-09-17 00:00:00+00:00,1.854401,,12838.359375,467.166677338256,0 days,3.7871375864281616,6.0
2901,2016.0,CDF,TGU,OAK,2016-09-22 00:00:00+00:00,2016-09-22 00:00:00+00:00,1.874882,,13029.703125,508.193525233788,0 days,3.81295278408328,6.0
2902,2016.0,CDF,TCU,CAMPO,2016-06-27 00:00:00+00:00,2016-06-30 00:00:00+00:00,33.72674,,221395.828125,2468.65308484438,3 days,21.35825766602514,28.0
2903,2016.0,CDF,TCU,BAKER,2016-07-21 00:00:00+00:00,2016-07-23 00:00:00+00:00,57.29215,,373808.8671875,3461.90870529958,2 days,21.45432792758573,28.0
2904,2016.0,CDF,TCU,CHEYENNE,2016-06-15 00:00:00+00:00,2016-06-18 00:00:00+00:00,72.37766,,475103.07421875,4707.43830589681,3 days,24.059464973361585,31.0
2905,2016.0,CDF,TCU,MARSHES,2016-09-26 00:00:00+00:00,2016-10-05 00:00:00+00:00,930.5065,,6038855.76171875,16969.9950733151,9 days,38.88567458289427,50.0
2906,2016.0,CDF,TCU,PACHECO,2016-07-12 00:00:00+00:00,2016-07-19 00:00:00+00:00,340.5402,,2228118.40234375,10853.7647263817,7 days,33.88679408763489,44.0
2907,2016.0,CDF,TCU,STAGECOACH,2016-07-12 00:00:00+00:00,2016-07-18 00:00:00+00:00,34.95294,,227941.0078125,2531.14063488783,6 days,24.93468165601224,32.0
2908,2016.0,CDF,TCU,WILLOW,2016-08-29 00:00:00+00:00,2016-09-04 00:00:00+00:00,447.9559,,2938853.0,8703.10900204239,6 days,34.05069350053288,44.0
2909,2016.0,CDF,TCU,KENNEDY,2016-05-29 00:00:00+00:00,2016-06-02 00:00:00+00:00,33.58725,,218150.19921875,2252.97534329209,4 days,22.71984275307569,30.0
2910,2016.0,CDF,TCU,TULLOCH,2016-05-30 00:00:00+00:00,2016-06-07 00:00:00+00:00,81.88184,,533184.453125,3287.53409980206,8 days,29.500212425419626,38.0
2911,2016.0,CDF,TCU,TELEGRAPH,2016-06-01 00:00:00+00:00,2016-06-02 00:00:00+00:00,13.83262,,90120.65625,1539.44683453578,1 days,14.012081577810903,19.0
2912,2016.0,CDF,TCU,HUNT,2016-06-02 00:00:00+00:00,2016-06-03 00:00:00+00:00,26.52328,,173402.70703125,2232.51002474649,1 days,16.24423531723588,22.0
2913,2016.0,CDF,TCU,DORSEY,2016-06-04 00:00:00+00:00,2016-06-04 00:00:00+00:00,19.64367,,127726.95703125,1461.21495343779,0 days,10.93109795108501,15.0
2914,2016.0,CDF,TCU,BUCKSKIN,2016-06-10 00:00:00+00:00,2016-06-11 00:00:00+00:00,15.19233,,99630.0703125,1409.16898314863,1 days,14.328772935378964,19.0
2915,2016.0,CDF,TCU,PERRICONE,2016-08-15 00:00:00+00:00,2016-08-15 00:00:00+00:00,23.1701,,150756.875,2367.18132929244,0 days,11.500534503397656,16.0
2916,2016.0,CDF,TCU,YOSEMITE,2016-07-03 00:00:00+00:00,2016-07-04 00:00:00+00:00,7.713567,,49899.0703125,1539.99648191553,1 days,12.091372636207927,16.0
2917,2016.0,CDF,TCU,APPALOOSA,2016-07-02 00:00:00+00:00,2016-07-15 00:00:00+00:00,283.9547,,1854821.62890625,8455.74845747358,13 days,36.683896542319225,47.0
2918,2016.0,CDF,TCU,BUCKSKIN,2016-06-28 00:00:00+00:00,2016-06-28 00:00:00+00:00,17.56361,,114579.3203125,1841.37933200689,0 days,10.547620506507425,14.0
2919,2016.0,CDF,LNU,CALPINE,2016-06-26 00:00:00+00:00,2016-06-26 00:00:00+00:00,14.54146,,97050.2734375,1933.4429550262,0 days,9.90602633633256,14.0
2920,2016.0,CDF,LNU,CANYON,2016-08-09 00:00:00+00:00,2016-08-09 00:00:00+00:00,10.9326,,73169.19140625,1323.84280038884,0 days,8.95194238975223,12.0
2921,2016.0,CDF,LNU,CREEK,2016-06-26 00:00:00+00:00,2016-06-28 00:00:00+00:00,171.1181,,1140346.23046875,4220.85187484323,2 days,25.363693205772968,33.0
2922,2016.0,CDF,LNU,DUNNIGAN,2016-07-15 00:00:00+00:00,2016-07-15 00:00:00+00:00,77.78288,,520254.5078125,3811.15168057978,0 days,15.766876149365588,21.0
2923,2016.0,CDF,LNU,FOOTHILL,2016-07-19 00:00:00+00:00,2016-07-19 00:00:00+00:00,62.92419,,423406.703125,3716.77342627675,0 days,15.01224526627299,20.0
2924,2016.0,CDF,LNU,HILL,2016-06-07 00:00:00+00:00,2016-06-07 00:00:00+00:00,11.07438,,74523.5234375,2042.40513483661,0 days,8.994591032284998,12.0
2925,2016.0,CDF,LNU,HILLCREST,2016-06-17 00:00:00+00:00,2016-06-17 00:00:00+00:00,17.34528,,114921.98046875,2503.70094221423,0 days,10.504902574715286,14.0
2926,2016.0,CDF,LNU,KUGELMAN,2016-08-09 00:00:00+00:00,2016-08-11 00:00:00+00:00,62.04583,,415368.82421875,4206.9302572083,2 days,21.73738775987466,28.0
2927,2016.0,CDF,LNU,MOCKINGBIRD,2016-08-30 00:00:00+00:00,2016-08-30 00:00:00+00:00,19.84989,,133731.52734375,1880.48853651986,0 days,10.966988192769339,15.0
2928,2016.0,CDF,LNU,NORTH BRANCH,2016-07-29 00:00:00+00:00,2016-07-29 00:00:00+00:00,21.99016,,147489.35546875,2106.87848387829,0 days,11.31981829706697,15.0
2929,2016.0,CDF,LNU,TWENTY,2016-08-21 00:00:00+00:00,2016-08-21 00:00:00+00:00,10.67643,,71764.921875,1279.1069329384,0 days,8.873583208286297,12.0
2930,2016.0,CDF,LNU,SAWMILL,2016-09-25 00:00:00+00:00,2016-09-28 00:00:00+00:00,1546.701,,10324867.765625,17907.935514283,3 days,35.06818461166562,45.0
2931,2016.0,CDF,LNU,RESERVOIR,2016-06-26 00:00:00+00:00,2016-06-30 00:00:00+00:00,152.6466,,1028663.5234375,5457.99860445524,4 days,28.104026796268634,36.0
2932,2016.0,CDF,LNU,COLD,2016-08-02 00:00:00+00:00,2016-08-09 00:00:00+00:00,5730.075,,37952065.421875,43778.6274942158,7 days,44.069695957618286,57.0
2933,2016.0,CDF,LNU,CLAYTON,2016-08-13 00:00:00+00:00,2016-08-16 00:00:00+00:00,3928.03,,26293028.046875,43682.7037080469,3 days,38.4320022925106,50.0
2934,2016.0,CDF,LNU,KNOXVILLE,2016-08-09 00:00:00+00:00,2016-08-10 00:00:00+00:00,40.80448,,271516.91015625,3368.15282420197,1 days,17.753408946163773,23.0
2935,2016.0,CDF,SLU,ESTRELLA,2016-06-03 00:00:00+00:00,2016-06-03 00:00:00+00:00,47.40794,,291416.484375,3733.07994800456,0 days,14.008344849960494,19.0
2936,2016.0,CDF,SLU,O'DONOVAN,2016-04-17 00:00:00+00:00,2016-04-17 00:00:00+00:00,33.58666,,205293.78125,2387.63266572623,0 days,12.794439015991937,17.0
2937,2016.0,CDF,SLU,ELK,2016-05-28 00:00:00+00:00,2016-05-28 00:00:00+00:00,18.45115,,112551.0546875,1552.27279089996,0 days,10.716251474563569,15.0
2938,2016.0,CDF,SLU,BLUFF,2016-07-18 00:00:00+00:00,2016-07-18 00:00:00+00:00,30.23294,,182837.765625,2870.75655690838,0 days,12.426165447243596,17.0
2939,2016.0,CDF,SLU,ADELAIDA,2016-06-02 00:00:00+00:00,2016-06-02 00:00:00+00:00,11.62074,,71367.33984375,2122.78985055394,0 days,9.154385357477581,13.0
2940,2016.0,CDF,SLU,JUAN,2016-04-29 00:00:00+00:00,2016-04-29 00:00:00+00:00,16.24882,,99639.06640625,1616.99858182803,0 days,10.282379565038385,14.0
2941,2016.0,CDF,SLU,RIVER,2016-06-26 00:00:00+00:00,2016-06-26 00:00:00+00:00,10.44662,,64204.94921875,1220.42483731922,0 days,8.801810253445442,12.0
2942,2016.0,CDF,SLU,SHEDD,2016-05-10 00:00:00+00:00,2016-05-10 00:00:00+00:00,161.3491,,989962.50390625,6434.72633163943,0 days,18.377612422118258,24.0
2943,2016.0,CDF,SLU,TOPAZ,2016-05-15 00:00:00+00:00,2016-05-15 00:00:00+00:00,23.76394,,145002.4296875,2013.48332575793,0 days,11.588174513277753,16.0
2944,2016.0,CDF,SLU,GREEN,2016-07-15 00:00:00+00:00,2016-07-15 00:00:00+00:00,10.82032,,66246.82421875,1151.69921520242,0 days,8.917806489988205,12.0
2945,2016.0,CDF,SLU,CHIMNEY,2016-08-13 00:00:00+00:00,2016-09-09 00:00:00+00:00,46233.92,,284621239.792969,135850.097552518,27 days,59.333996110646936,76.0
2946,2016.0,CDF,SLU,FRAZIER,2016-06-27 00:00:00+00:00,2016-06-27 00:00:00+00:00,86.51613,,532113.375,3298.37322066102,0 days,16.14646082406575,21.0
2947,2016.0,CCO,ORC,TORTOISE,2016-06-03 00:00:00+00:00,2016-06-03 00:00:00+00:00,19.04916,,111302.2578125,1522.276596016,0 days,10.825587642335202,15.0
2948,2016.0,CCO,ORC,LAGUNA,2016-06-26 00:00:00+00:00,2016-06-29 00:00:00+00:00,46.28121,,270489.203125,3735.01375639416,3 days,22.472533795950234,29.0
2949,2016.0,CCO,ORC,SAN JUAN,2016-06-15 00:00:00+00:00,2016-06-16 00:00:00+00:00,70.31184,,410542.44921875,4208.05839501136,1 days,19.681741140566523,26.0
2950,2016.0,CCO,ORC,REATA ,2016-07-11 00:00:00+00:00,2016-07-11 00:00:00+00:00,14.00695,,81777.2890625,2010.57949219972,0 days,9.779659162843073,13.0
2951,2016.0,CCO,ORC,TRABUCO,2016-09-06 00:00:00+00:00,2016-09-07 00:00:00+00:00,97.34912,,568610.25,3121.01535493116,1 days,20.8424447129965,27.0
2952,2016.0,CCO,ORC,CANYON,2016-09-12 00:00:00+00:00,2016-09-12 00:00:00+00:00,19.58816,,114615.2734375,2142.66411446038,0 days,10.921375817120555,15.0
2953,2016.0,CCO,ORC,COW CAMP,2016-08-29 00:00:00+00:00,2016-08-29 00:00:00+00:00,10.5507,,61602.3359375,1342.84124330718,0 days,8.83449278900179,12.0
2954,2016.0,DOD,MCP,SAN MATEO CAMPGROUND,2016-06-18 00:00:00+00:00,2016-06-18 00:00:00+00:00,22.8214,,133053.87890625,1574.84759078013,0 days,11.44806366690476,15.0
2955,2016.0,CDF,BTU,SADDLE,2016-09-05 00:00:00+00:00,2016-09-17 00:00:00+00:00,739.5639,,5063167.61328125,21768.3903344147,12 days,39.67539949627423,51.0
2956,2016.0,CDF,BTU,BANGOR,2016-09-22 00:00:00+00:00,2016-09-25 00:00:00+00:00,142.63,,969328.16796875,8518.98945173883,3 days,26.484494358448142,34.0
2957,2016.0,CDF,BTU,COAL,2016-06-20 00:00:00+00:00,2016-06-23 00:00:00+00:00,107.7305,,735117.640625,4967.23316833329,3 days,25.479387225360128,33.0
2958,2016.0,CDF,BTU,SANTOS,2016-08-26 00:00:00+00:00,2016-09-10 00:00:00+00:00,87.08524,,597765.2109375,4551.96550424839,15 days,33.26831372617652,43.0
2959,2016.0,CDF,BTU,NINTEY NINE,2016-08-02 00:00:00+00:00,2016-08-08 00:00:00+00:00,541.0963,,3701030.6484375,9424.72297637298,6 days,34.731381109778646,45.0
2960,2016.0,CDF,FKU,AVOCADO,2016-05-15 00:00:00+00:00,2016-05-16 00:00:00+00:00,132.4675,,837508.1015625,5487.95884436342,1 days,21.944919002069224,29.0
2961,2016.0,CDF,FKU,DEWOLF,2016-05-25 00:00:00+00:00,2016-05-25 00:00:00+00:00,288.712,,1830517.06640625,9460.46929036251,0 days,20.468713695968574,27.0
2962,2016.0,CDF,FKU,GREEN,2016-07-15 00:00:00+00:00,2016-07-28 00:00:00+00:00,131.1804,,834067.8984375,4878.73156782744,13 days,33.91028354013045,44.0
2963,2016.0,CDF,FKU,PANOCHO,2016-04-16 00:00:00+00:00,2016-04-16 00:00:00+00:00,53.19081,,334706.0625,4219.51754234315,0 days,14.415804510072833,19.0
2964,2016.0,CDF,FKU,BIG,2016-07-11 00:00:00+00:00,2016-07-13 00:00:00+00:00,187.9641,,1191931.37890625,4429.89251825627,2 days,25.700847606884714,33.0
2965,2016.0,CDF,FKU,CURRY,2016-07-01 00:00:00+00:00,2016-07-04 00:00:00+00:00,2820.48,,17514943.296875,21380.2428747696,3 days,37.236383933926874,48.0
2966,2016.0,CDF,FKU,FRAME,2016-07-04 00:00:00+00:00,2016-07-07 00:00:00+00:00,166.4396,,1034976.19140625,6397.33442457229,3 days,27.03831293783151,35.0
2967,2016.0,CDF,FKU,ARMSTRONG,2016-06-24 00:00:00+00:00,2016-06-24 00:00:00+00:00,18.33353,,116279.68359375,2163.55389943751,0 days,10.694351429129165,15.0
2968,2016.0,CDF,FKU,GOOSE,2016-07-30 00:00:00+00:00,2016-08-09 00:00:00+00:00,2241.011,,14250387.109375,24251.4266233123,10 days,42.644827775577156,55.0
2969,2016.0,CDF,FKU,MINERAL,2016-08-08 00:00:00+00:00,2016-08-19 00:00:00+00:00,6790.293,,42224837.140625,40816.0311054745,11 days,47.18305947948578,61.0
2970,2016.0,CDF,FKU,SUNNY,2016-09-03 00:00:00+00:00,2016-09-06 00:00:00+00:00,157.3922,,996710.6953125,7069.2533996732,3 days,26.83774352710784,35.0
2971,2016.0,CDF,FKU,HILL,2016-04-28 00:00:00+00:00,2016-04-28 00:00:00+00:00,189.8905,,1196352.71484375,4723.67286204307,0 days,18.96237071262437,25.0
2972,2016.0,CDF,BEU,ARROYO,2016-06-18 00:00:00+00:00,2016-06-20 00:00:00+00:00,67.7327,,422525.00390625,4271.9011726909,2 days,22.049220120158523,29.0
2973,2016.0,CDF,BEU,OLD,2016-06-12 00:00:00+00:00,2016-06-13 00:00:00+00:00,73.9789,,464409.0703125,3563.48425103436,1 days,19.862797960835255,26.0
2974,2016.0,CDF,BEU,LOWE,2016-06-23 00:00:00+00:00,2016-06-24 00:00:00+00:00,53.31332,,331973.37109375,3293.39295763485,1 days,18.698570279330497,25.0
2975,2016.0,CDF,BEU,METZ,2016-05-22 00:00:00+00:00,2016-05-25 00:00:00+00:00,3856.602,,24131884.4648438,27649.4575936045,3 days,38.36575719501014,49.0
2976,2016.0,CDF,BEU,MERCURY,2016-07-09 00:00:00+00:00,2016-07-10 00:00:00+00:00,94.94749,,596548.9140625,3043.49234062253,1 days,20.753178786276642,27.0
2977,2016.0,CDF,BEU,KING,2016-06-17 00:00:00+00:00,2016-06-21 00:00:00+00:00,225.0632,,1402561.65625,7458.30102025841,4 days,29.4983369471171,38.0
2978,2016.0,CDF,BEU,MAIN,2016-08-14 00:00:00+00:00,2016-08-14 00:00:00+00:00,62.77188,,390176.35546875,3973.15586188092,0 days,15.003631882169438,20.0
2979,2016.0,CDF,BEU,PRIEST,2016-08-22 00:00:00+00:00,2016-08-22 00:00:00+00:00,44.33348,,275913.12890625,4481.70379066613,0 days,13.771417153888216,18.0
